Type,Sequence,Product_ID,Price,Open_24h,Volume_24h,Low_24h,High_24h,Volume_30d,Best_bid,Best_bid_size,Best_ask,Best_ask_size,Side,Trade_ID,Last_size,Time
ticker,53112579372,BTC-USD,19222.35,18086.83,50650.79055961,18055.25,19260.5,658183.96203374,19222.35,0.02473783,19226.57,0.04000000,sell,483098673,0.0244534,2023-01-13T15:27:42.362951Z
ticker,53112579470,BTC-USD,19223.65,18086.83,50650.80097961,18055.25,19260.5,658183.97245374,19223.65,0.00185509,19226.43,0.08933420,sell,483098674,0.01042,2023-01-13T15:27:42.420431Z
ticker,53112579473,BTC-USD,19223.65,18086.83,50650.80104781,18055.25,19260.5,658183.97252194,19223.65,0.00178689,19226.43,0.08933420,sell,483098675,0.0000682,2023-01-13T15:27:42.420523Z
ticker,53112579476,BTC-USD,19223.65,18086.83,50650.80283470,18055.25,19260.5,658183.97430883,19223.63,0.01227509,19226.43,0.08933420,sell,483098676,0.00178689,2023-01-13T15:27:42.420547Z
ticker,53112579478,BTC-USD,19223.63,18086.83,50650.81510979,18055.25,19260.5,658183.98658392,19222.06,0.00720889,19226.43,0.08933420,sell,483098677,0.01227509,2023-01-13T15:27:42.420547Z
ticker,53112579623,BTC-USD,19224.31,18086.83,50650.82510979,18055.25,19260.5,658183.99658392,19222.06,0.00720889,19225.44,0.10078000,sell,483098678,0.01,2023-01-13T15:27:42.461451Z
ticker,53112579735,BTC-USD,19224.28,18086.83,50650.83333940,18055.25,19260.5,658184.00481353,19221.75,0.10000000,19224.28,0.07816066,buy,483098679,0.00822961,2023-01-13T15:27:42.505449Z
ticker,53112579820,BTC-USD,19223.64,18086.83,50650.84333940,18055.25,19260.5,658184.01481353,19223.05,0.01000000,19224.21,0.04923384,sell,483098680,0.01,2023-01-13T15:27:42.540231Z
ticker,53112580141,BTC-USD,19223.05,18086.83,50650.85333940,18055.25,19260.5,658184.02481353,19222.08,0.01000000,19223.06,0.04000000,sell,483098681,0.01,2023-01-13T15:27:42.788645Z
ticker,53112580300,BTC-USD,19222.56,18086.83,50650.86602762,18055.25,19260.5,658184.03750175,19221.75,0.10000000,19222.56,0.05508426,buy,483098682,0.01268822,2023-01-13T15:27:43.017097Z
ticker,53112580343,BTC-USD,19222.56,18086.83,50650.88111188,18055.25,19260.5,658184.05258601,19221.75,0.10000000,19222.56,0.04000000,buy,483098683,0.01508426,2023-01-13T15:27:43.053371Z
ticker,53112580345,BTC-USD,19222.56,18086.83,50650.89602762,18055.25,19260.5,658184.06750175,19221.75,0.10000000,19222.56,0.02508426,buy,483098684,0.01491574,2023-01-13T15:27:43.053371Z
ticker,53112580508,BTC-USD,19222.55,18086.83,50650.92202762,18055.25,19260.5,658184.09350175,19221.75,0.10000000,19223.72,0.00312508,buy,483098685,0.026,2023-01-13T15:27:43.342685Z
ticker,53112580510,BTC-USD,19223.72,18086.83,50650.92515270,18055.25,19260.5,658184.09662683,19221.75,0.10000000,19224.14,0.04000000,buy,483098686,0.00312508,2023-01-13T15:27:43.342685Z
ticker,53112580512,BTC-USD,19224.14,18086.83,50650.94552389,18055.25,19260.5,658184.11699802,19221.75,0.10000000,19224.14,0.01962881,buy,483098687,0.02037119,2023-01-13T15:27:43.342685Z
ticker,53112580515,BTC-USD,19221.75,18086.83,50651.04552389,18055.25,19260.5,658184.21699802,19221.74,0.96887444,19224.14,0.01962881,sell,483098688,0.1,2023-01-13T15:27:43.342713Z
ticker,53112580525,BTC-USD,19221.74,18086.83,50652.01439389,18055.25,19260.5,658185.18586802,19221.74,0.00000444,19224.14,0.01962881,sell,483098689,0.96887,2023-01-13T15:27:43.346857Z
ticker,53112580623,BTC-USD,19223.71,18086.83,50652.04970535,18055.25,19260.5,658185.22117948,19221.75,0.02601100,19224.06,0.02000000,buy,483098690,0.03531146,2023-01-13T15:27:43.386948Z
ticker,53112580625,BTC-USD,19224.06,18086.83,50652.06970535,18055.25,19260.5,658185.24117948,19221.75,0.02601100,19224.07,0.07853713,buy,483098691,0.02,2023-01-13T15:27:43.386948Z
ticker,53112580627,BTC-USD,19224.07,18086.83,50652.11439389,18055.25,19260.5,658185.28586802,19221.75,0.02601100,19224.07,0.03384859,buy,483098692,0.04468854,2023-01-13T15:27:43.386948Z
ticker,53112580724,BTC-USD,19224.07,18086.83,50652.11751897,18055.25,19260.5,658185.28899310,19221.76,0.02000000,19224.14,0.01962881,buy,483098693,0.00312508,2023-01-13T15:27:43.453003Z
ticker,53112580796,BTC-USD,19221.76,18086.83,50652.13751897,18055.25,19260.5,658185.30899310,19221.74,0.00000444,19223.22,0.01220000,sell,483098694,0.02,2023-01-13T15:27:43.530755Z
ticker,53112580905,BTC-USD,19221.74,18086.83,50652.13752341,18055.25,19260.5,658185.30899754,19220.08,0.10000000,19223.21,0.27762511,sell,483098695,0.00000444,2023-01-13T15:27:43.568716Z
ticker,53112580907,BTC-USD,19220.08,18086.83,50652.17099897,18055.25,19260.5,658185.34247310,19220.08,0.06652444,19223.21,0.27762511,sell,483098696,0.03347556,2023-01-13T15:27:43.568716Z
ticker,53112580927,BTC-USD,19220.08,18086.83,50652.23752341,18055.25,19260.5,658185.40899754,19219.99,0.00023140,19222.73,0.10078000,sell,483098697,0.06652444,2023-01-13T15:27:43.569857Z
ticker,53112580929,BTC-USD,19219.99,18086.83,50652.23775481,18055.25,19260.5,658185.40922894,19219.28,0.02601260,19222.73,0.10078000,sell,483098698,0.0002314,2023-01-13T15:27:43.569857Z
ticker,53112580931,BTC-USD,19219.28,18086.83,50652.26376741,18055.25,19260.5,658185.43524154,19218.91,0.01873503,19222.73,0.10078000,sell,483098699,0.0260126,2023-01-13T15:27:43.569857Z
ticker,53112580933,BTC-USD,19218.91,18086.83,50652.28250244,18055.25,19260.5,658185.45397657,19218.83,0.00718241,19222.73,0.10078000,sell,483098700,0.01873503,2023-01-13T15:27:43.569857Z
ticker,53112580935,BTC-USD,19218.83,18086.83,50652.28968485,18055.25,19260.5,658185.46115898,19218.79,0.00214814,19222.73,0.10078000,sell,483098701,0.00718241,2023-01-13T15:27:43.569857Z
ticker,53112581008,BTC-USD,19218.57,18086.83,50652.29511815,18055.25,19260.5,658185.46659228,19217.48,0.02601800,19222.65,0.00456616,sell,483098702,0.0054333,2023-01-13T15:27:43.585903Z
ticker,53112581443,BTC-USD,19218.93,18086.83,50652.30511815,18055.25,19260.5,658185.47659228,19218.80,0.01000000,19221.42,0.08139751,sell,483098703,0.01,2023-01-13T15:27:43.757818Z
ticker,53112581487,BTC-USD,19218.8,18086.83,50652.31511815,18055.25,19260.5,658185.48659228,19217.49,0.01000000,19221.42,0.08139751,sell,483098704,0.01,2023-01-13T15:27:43.776967Z
ticker,53112581817,BTC-USD,19221.19,18086.83,50652.37095791,18055.25,19260.5,658185.54243204,19217.01,0.00710758,19221.19,0.05007312,buy,483098705,0.05583976,2023-01-13T15:27:44.015702Z
ticker,53112581819,BTC-USD,19221.19,18086.83,50652.42103103,18055.25,19260.5,658185.59250516,19217.01,0.00710758,19221.21,0.02400000,buy,483098706,0.05007312,2023-01-13T15:27:44.015702Z
ticker,53112581821,BTC-USD,19221.21,18086.83,50652.44103103,18055.25,19260.5,658185.61250516,19217.01,0.00710758,19221.21,0.00400000,buy,483098707,0.02,2023-01-13T15:27:44.015702Z
ticker,53112581823,BTC-USD,19221.21,18086.83,50652.44503103,18055.25,19260.5,658185.61650516,19217.01,0.00710758,19221.22,0.07209096,buy,483098708,0.004,2023-01-13T15:27:44.015702Z
ticker,53112581825,BTC-USD,19221.22,18086.83,50652.49110623,18055.25,19260.5,658185.66258036,19217.01,0.00710758,19221.22,0.02601576,buy,483098709,0.0460752,2023-01-13T15:27:44.015702Z
ticker,53112581827,BTC-USD,19221.22,18086.83,50652.51712199,18055.25,19260.5,658185.68859612,19217.01,0.00710758,19221.24,0.11423380,buy,483098710,0.02601576,2023-01-13T15:27:44.015702Z
ticker,53112581829,BTC-USD,19221.24,18086.83,50652.55717329,18055.25,19260.5,658185.72864742,19217.01,0.00710758,19221.24,0.07418250,buy,483098711,0.0400513,2023-01-13T15:27:44.015702Z
ticker,53112581831,BTC-USD,19221.24,18086.83,50652.61135579,18055.25,19260.5,658185.78282992,19217.01,0.00710758,19221.24,0.02000000,buy,483098712,0.0541825,2023-01-13T15:27:44.015702Z
ticker,53112581833,BTC-USD,19221.24,18086.83,50652.63135579,18055.25,19260.5,658185.80282992,19217.01,0.00710758,19221.25,0.02601574,buy,483098713,0.02,2023-01-13T15:27:44.015702Z
ticker,53112581835,BTC-USD,19221.25,18086.83,50652.65737153,18055.25,19260.5,658185.82884566,19217.01,0.00710758,19221.28,0.03847572,buy,483098714,0.02601574,2023-01-13T15:27:44.015702Z
ticker,53112581837,BTC-USD,19221.28,18086.83,50652.69584725,18055.25,19260.5,658185.86732138,19217.01,0.00710758,19221.29,0.04000000,buy,483098715,0.03847572,2023-01-13T15:27:44.015702Z
ticker,53112581839,BTC-USD,19221.29,18086.83,50652.73584725,18055.25,19260.5,658185.90732138,19217.01,0.00710758,19221.30,0.05181774,buy,483098716,0.04,2023-01-13T15:27:44.015702Z
ticker,53112581841,BTC-USD,19221.3,18086.83,50652.78766499,18055.25,19260.5,658185.95913912,19217.01,0.00710758,19221.32,0.06357376,buy,483098717,0.05181774,2023-01-13T15:27:44.015702Z
ticker,53112581843,BTC-USD,19221.32,18086.83,50652.85123875,18055.25,19260.5,658186.02271288,19217.01,0.00710758,19221.34,0.05020525,buy,483098718,0.06357376,2023-01-13T15:27:44.015702Z
ticker,53112581845,BTC-USD,19221.34,18086.83,50652.90144400,18055.25,19260.5,658186.07291813,19217.01,0.00710758,19221.35,0.23544074,buy,483098719,0.05020525,2023-01-13T15:27:44.015702Z
ticker,53112581847,BTC-USD,19221.35,18086.83,50653.11144400,18055.25,19260.5,658186.28291813,19217.01,0.00710758,19221.35,0.02544074,buy,483098720,0.21,2023-01-13T15:27:44.015702Z
ticker,53112581849,BTC-USD,19221.35,18086.83,50653.13688474,18055.25,19260.5,658186.30835887,19217.01,0.00710758,19221.36,0.08827818,buy,483098721,0.02544074,2023-01-13T15:27:44.015702Z
ticker,53112581851,BTC-USD,19221.36,18086.83,50653.17824085,18055.25,19260.5,658186.34971498,19217.01,0.00710758,19221.36,0.04692207,buy,483098722,0.04135611,2023-01-13T15:27:44.015702Z
ticker,53112581853,BTC-USD,19221.36,18086.83,50653.22516292,18055.25,19260.5,658186.39663705,19217.01,0.00710758,19221.40,0.08691463,buy,483098723,0.04692207,2023-01-13T15:27:44.015702Z
ticker,53112581855,BTC-USD,19221.4,18086.83,50653.28663681,18055.25,19260.5,658186.45811094,19217.01,0.00710758,19221.40,0.02544074,buy,483098724,0.06147389,2023-01-13T15:27:44.015702Z
ticker,53112581857,BTC-USD,19221.4,18086.83,50653.31207755,18055.25,19260.5,658186.48355168,19217.01,0.00710758,19221.42,0.03215698,buy,483098725,0.02544074,2023-01-13T15:27:44.015702Z
ticker,53112581999,BTC-USD,19219.99,18086.83,50653.40774755,18055.25,19260.5,658186.57922168,19219.99,0.00000394,19221.16,0.04817521,sell,483098726,0.09567,2023-01-13T15:27:44.054653Z
ticker,53112582122,BTC-USD,19221.53,18086.83,50653.51179758,18055.25,19260.5,658186.68327171,19219.99,0.00000394,19222.64,0.00312508,buy,483098727,0.10405003,2023-01-13T15:27:44.089218Z
ticker,53112582124,BTC-USD,19222.64,18086.83,50653.51492266,18055.25,19260.5,658186.68639679,19219.99,0.00000394,19223.32,1.08941657,buy,483098728,0.00312508,2023-01-13T15:27:44.089218Z
ticker,53112582127,BTC-USD,19224.14,18086.83,50653.53455147,18055.25,19260.5,658186.70602560,19219.99,0.00000394,19224.19,0.04000000,buy,483098729,0.01962881,2023-01-13T15:27:44.089218Z
ticker,53112582129,BTC-USD,19224.19,18086.83,50653.57455147,18055.25,19260.5,658186.74602560,19219.99,0.00000394,19224.61,0.01015366,buy,483098730,0.04,2023-01-13T15:27:44.089218Z
ticker,53112582131,BTC-USD,19224.61,18086.83,50653.58470513,18055.25,19260.5,658186.75617926,19219.99,0.00000394,19225.22,0.03616244,buy,483098731,0.01015366,2023-01-13T15:27:44.089218Z
ticker,53112582133,BTC-USD,19225.22,18086.83,50653.62086757,18055.25,19260.5,658186.79234170,19219.99,0.00000394,19225.24,0.00142060,buy,483098732,0.03616244,2023-01-13T15:27:44.089218Z
ticker,53112582135,BTC-USD,19225.24,18086.83,50653.62228817,18055.25,19260.5,658186.79376230,19219.99,0.00000394,19225.46,0.52014384,buy,483098733,0.0014206,2023-01-13T15:27:44.089218Z
ticker,53112582137,BTC-USD,19225.46,18086.83,50654.14243201,18055.25,19260.5,658187.31390614,19219.99,0.00000394,19225.69,0.07232488,buy,483098734,0.52014384,2023-01-13T15:27:44.089218Z
ticker,53112582139,BTC-USD,19225.69,18086.83,50654.21475689,18055.25,19260.5,658187.38623102,19219.99,0.00000394,19225.81,0.00183237,buy,483098735,0.07232488,2023-01-13T15:27:44.089218Z
ticker,53112582141,BTC-USD,19225.81,18086.83,50654.21658926,18055.25,19260.5,658187.38806339,19219.99,0.00000394,19225.85,0.37100000,buy,483098736,0.00183237,2023-01-13T15:27:44.089218Z
ticker,53112582143,BTC-USD,19225.85,18086.83,50654.58758926,18055.25,19260.5,658187.75906339,19219.99,0.00000394,19225.99,0.00678188,buy,483098737,0.371,2023-01-13T15:27:44.089218Z
ticker,53112582145,BTC-USD,19225.99,18086.83,50654.59437114,18055.25,19260.5,658187.76584527,19219.99,0.00000394,19226.42,0.00014274,buy,483098738,0.00678188,2023-01-13T15:27:44.089218Z
ticker,53112582147,BTC-USD,19226.42,18086.83,50654.59451388,18055.25,19260.5,658187.76598801,19219.99,0.00000394,19227.18,0.44272032,buy,483098739,0.00014274,2023-01-13T15:27:44.089218Z
ticker,53112582203,BTC-USD,19220,18086.83,50654.59477314,18055.25,19260.5,658187.76624727,19220.00,0.02574874,19225.41,0.09430684,sell,483098740,0.00025926,2023-01-13T15:27:44.091209Z
ticker,53112582212,BTC-USD,19222.2,18086.83,50654.94186692,18055.25,19260.5,658188.11334105,19220.00,0.02574874,19222.20,0.67146783,buy,483098741,0.34709378,2023-01-13T15:27:44.091612Z
ticker,53112582217,BTC-USD,19222.48,18086.83,50654.94931811,18055.25,19260.5,658188.12079224,19220.00,0.02574874,19225.41,0.09430684,buy,483098742,0.00745119,2023-01-13T15:27:44.091861Z
ticker,53112582320,BTC-USD,19225.66,18086.83,50655.03412137,18055.25,19260.5,658188.20559550,19224.59,0.06022333,19227.17,0.18196249,buy,483098743,0.08480326,2023-01-13T15:27:44.121811Z
ticker,53112582398,BTC-USD,19225.82,18086.83,50655.11937453,18055.25,19260.5,658188.29084866,19223.50,0.05349719,19227.17,0.00860138,buy,483098744,0.08525316,2023-01-13T15:27:44.134815Z
ticker,53112582485,BTC-USD,19225.68,18086.83,50655.18489453,18055.25,19260.5,658188.35636866,19225.47,0.04445658,19225.68,0.11254290,buy,483098745,0.06552,2023-01-13T15:27:44.153354Z
ticker,53112582490,BTC-USD,19225.68,18086.83,50655.29250453,18055.25,19260.5,658188.46397866,19225.47,0.04445658,19225.68,0.00493290,buy,483098746,0.10761,2023-01-13T15:27:44.153432Z
ticker,53112582493,BTC-USD,19225.68,18086.83,50655.29743743,18055.25,19260.5,658188.46891156,19225.47,0.04445658,19226.39,0.03507757,buy,483098747,0.0049329,2023-01-13T15:27:44.153466Z
ticker,53112582495,BTC-USD,19226.39,18086.83,50655.31044453,18055.25,19260.5,658188.48191866,19225.47,0.04445658,19226.39,0.02207047,buy,483098748,0.0130071,2023-01-13T15:27:44.153466Z
ticker,53112582519,BTC-USD,19226.39,18086.83,50655.31304329,18055.25,19260.5,658188.48451742,19224.59,0.08800000,19226.39,0.01947171,buy,483098749,0.00259876,2023-01-13T15:27:44.164739Z
ticker,53112582560,BTC-USD,19226.39,18086.83,50655.33025329,18055.25,19260.5,658188.50172742,19225.86,0.04818586,19226.39,0.00226171,buy,483098750,0.01721,2023-01-13T15:27:44.167454Z
ticker,53112582578,BTC-USD,19226.39,18086.83,50655.33251500,18055.25,19260.5,658188.50398913,19221.59,0.06351741,19227.32,0.00319308,buy,483098751,0.00226171,2023-01-13T15:27:44.177168Z
ticker,53112582756,BTC-USD,19227.32,18086.83,50655.33258300,18055.25,19260.5,658188.50405713,19225.82,0.08357832,19227.32,0.00312508,buy,483098752,0.000068,2023-01-13T15:27:44.225236Z
ticker,53112582758,BTC-USD,19227.32,18086.83,50655.33346773,18055.25,19260.5,658188.50494186,19225.82,0.08357832,19227.32,0.00224035,buy,483098753,0.00088473,2023-01-13T15:27:44.225236Z
ticker,53112582838,BTC-USD,19227.32,18086.83,50655.33570808,18055.25,19260.5,658188.50718221,19225.14,0.02789217,19228.34,0.26003295,buy,483098754,0.00224035,2023-01-13T15:27:44.252970Z
ticker,53112582840,BTC-USD,19228.34,18086.83,50655.59574103,18055.25,19260.5,658188.76721516,19225.14,0.02789217,19229.21,0.00747353,buy,483098755,0.26003295,2023-01-13T15:27:44.252970Z
ticker,53112583341,BTC-USD,19229.2,18086.83,50655.60591732,18055.25,19260.5,658188.77739145,19228.43,0.10078000,19229.21,0.00062486,buy,483098756,0.01017629,2023-01-13T15:27:44.456002Z
ticker,53112583343,BTC-USD,19229.21,18086.83,50655.60654218,18055.25,19260.5,658188.77801631,19228.43,0.10078000,19230.85,0.10399961,buy,483098757,0.00062486,2023-01-13T15:27:44.456002Z
ticker,53112583446,BTC-USD,19229.07,18086.83,50655.61671847,18055.25,19260.5,658188.78819260,19228.92,0.10078000,19230.85,0.10399961,buy,483098758,0.01017629,2023-01-13T15:27:44.487322Z
ticker,53112583822,BTC-USD,19230.02,18086.83,50655.61974441,18055.25,19260.5,658188.79121854,19230.02,0.13682505,19234.53,0.10397969,sell,483098759,0.00302594,2023-01-13T15:27:44.624203Z
ticker,53112584609,BTC-USD,19234.48,18086.83,50655.62974441,18055.25,19260.5,658188.80121854,19230.82,0.13862008,19235.61,0.02346981,buy,483098760,0.01,2023-01-13T15:27:45.031069Z
ticker,53112584611,BTC-USD,19235.61,18086.83,50655.63261221,18055.25,19260.5,658188.80408634,19230.82,0.13862008,19235.61,0.02060201,buy,483098761,0.0028678,2023-01-13T15:27:45.031069Z
ticker,53112584886,BTC-USD,19236.52,18086.83,50655.65261221,18055.25,19260.5,658188.82408634,19232.21,0.06361235,19236.52,0.01000000,buy,483098762,0.02,2023-01-13T15:27:45.111255Z
ticker,53112584888,BTC-USD,19236.52,18086.83,50655.66261221,18055.25,19260.5,658188.83408634,19232.21,0.06361235,19236.53,0.10396885,buy,483098763,0.01,2023-01-13T15:27:45.111255Z
ticker,53112584890,BTC-USD,19236.53,18086.83,50655.76658106,18055.25,19260.5,658188.93805519,19232.21,0.06361235,19238.24,0.00739137,buy,483098764,0.10396885,2023-01-13T15:27:45.111255Z
ticker,53112584892,BTC-USD,19238.24,18086.83,50655.77397243,18055.25,19260.5,658188.94544656,19232.21,0.06361235,19238.68,0.01183786,buy,483098765,0.00739137,2023-01-13T15:27:45.111255Z
ticker,53112584894,BTC-USD,19238.68,18086.83,50655.78581029,18055.25,19260.5,658188.95728442,19232.21,0.06361235,19238.71,0.35417627,buy,483098766,0.01183786,2023-01-13T15:27:45.111255Z
ticker,53112584896,BTC-USD,19238.71,18086.83,50656.13998656,18055.25,19260.5,658189.31146069,19232.21,0.06361235,19238.72,0.44272032,buy,483098767,0.35417627,2023-01-13T15:27:45.111255Z
ticker,53112584898,BTC-USD,19238.72,18086.83,50656.19014861,18055.25,19260.5,658189.36162274,19232.21,0.06361235,19238.72,0.39255827,buy,483098768,0.05016205,2023-01-13T15:27:45.111255Z
ticker,53112584909,BTC-USD,19238.72,18086.83,50656.19509808,18055.25,19260.5,658189.36657221,19232.21,0.06361235,19238.72,0.38760880,buy,483098769,0.00494947,2023-01-13T15:27:45.116550Z
ticker,53112585157,BTC-USD,19234.48,18086.83,50656.20509808,18055.25,19260.5,658189.37657221,19233.84,0.10078000,19238.67,0.00669807,buy,483098770,0.01,2023-01-13T15:27:45.209256Z
ticker,53112585333,BTC-USD,19238.67,18086.83,50656.21179615,18055.25,19260.5,658189.38327028,19235.28,0.04961941,19238.86,0.11395622,buy,483098771,0.00669807,2023-01-13T15:27:45.251398Z
ticker,53112585514,BTC-USD,19236.51,18086.83,50656.22179615,18055.25,19260.5,658189.39327028,19236.08,0.10078000,19238.86,0.10395622,buy,483098772,0.01,2023-01-13T15:27:45.295562Z
ticker,53112586159,BTC-USD,19236.71,18086.83,50656.30488139,18055.25,19260.5,658189.47635552,19236.67,0.14204811,19238.62,0.01000000,sell,483098773,0.08308524,2023-01-13T15:27:45.525450Z
ticker,53112586161,BTC-USD,19236.67,18086.83,50656.35892950,18055.25,19260.5,658189.53040363,19236.67,0.08800000,19238.62,0.01000000,sell,483098774,0.05404811,2023-01-13T15:27:45.525450Z
ticker,53112586163,BTC-USD,19236.67,18086.83,50656.44692950,18055.25,19260.5,658189.61840363,19236.65,0.06080525,19238.62,0.01000000,sell,483098775,0.088,2023-01-13T15:27:45.525450Z
ticker,53112586165,BTC-USD,19236.65,18086.83,50656.50773475,18055.25,19260.5,658189.67920888,19236.61,0.05050149,19238.62,0.01000000,sell,483098776,0.06080525,2023-01-13T15:27:45.525450Z
ticker,53112586167,BTC-USD,19236.61,18086.83,50656.55823624,18055.25,19260.5,658189.72971037,19236.60,0.02599100,19238.62,0.01000000,sell,483098777,0.05050149,2023-01-13T15:27:45.525450Z
ticker,53112586169,BTC-USD,19236.6,18086.83,50656.58422724,18055.25,19260.5,658189.75570137,19236.59,0.10078000,19238.62,0.01000000,sell,483098778,0.025991,2023-01-13T15:27:45.525450Z
ticker,53112586171,BTC-USD,19236.59,18086.83,50656.68483751,18055.25,19260.5,658189.85631164,19236.59,0.00016973,19238.62,0.01000000,sell,483098779,0.10061027,2023-01-13T15:27:45.525450Z
ticker,53112586479,BTC-USD,19236.68,18086.83,50656.70976698,18055.25,19260.5,658189.88124111,19236.66,0.02492947,19238.61,0.12700000,sell,483098780,0.02492947,2023-01-13T15:27:45.672460Z
ticker,53112586481,BTC-USD,19236.66,18086.83,50656.73469645,18055.25,19260.5,658189.90617058,19236.64,0.10292947,19238.61,0.12700000,sell,483098781,0.02492947,2023-01-13T15:27:45.672460Z
ticker,53112586483,BTC-USD,19236.64,18086.83,50656.75962592,18055.25,19260.5,658189.93110005,19236.64,0.07800000,19238.61,0.12700000,sell,483098782,0.02492947,2023-01-13T15:27:45.672460Z
ticker,53112586485,BTC-USD,19236.64,18086.83,50656.81263751,18055.25,19260.5,658189.98411164,19236.64,0.02498841,19238.61,0.12700000,sell,483098783,0.05301159,2023-01-13T15:27:45.672460Z
ticker,53112586724,BTC-USD,19238.57,18086.83,50656.83014455,18055.25,19260.5,658190.00161868,19237.63,0.02941000,19239.86,0.04000000,buy,483098784,0.01750704,2023-01-13T15:27:45.903234Z
ticker,53112586740,BTC-USD,19237.63,18086.83,50656.84852581,18055.25,19260.5,658190.01999994,19237.63,0.01102874,19239.86,0.04000000,sell,483098785,0.01838126,2023-01-13T15:27:45.914556Z
ticker,53112586828,BTC-USD,19239.86,18086.83,50656.88852581,18055.25,19260.5,658190.05999994,19237.65,0.08800000,19239.96,0.00634728,buy,483098786,0.04,2023-01-13T15:27:45.946049Z
ticker,53112586830,BTC-USD,19239.96,18086.83,50656.89487309,18055.25,19260.5,658190.06634722,19237.65,0.08800000,19240.42,0.10394783,buy,483098787,0.00634728,2023-01-13T15:27:45.946049Z
ticker,53112587027,BTC-USD,19238.57,18086.83,50656.89513297,18055.25,19260.5,658190.06660710,19238.56,0.08594000,19238.57,0.01199505,buy,483098788,0.00025988,2023-01-13T15:27:46.032274Z
ticker,53112587037,BTC-USD,19238.57,18086.83,50656.89516050,18055.25,19260.5,658190.06663463,19238.56,0.08594000,19238.57,0.01196752,buy,483098789,0.00002753,2023-01-13T15:27:46.032473Z
