Type,Sequence,Product_ID,Price,Open_24h,Volume_24h,Low_24h,High_24h,Volume_30d,Best_bid,Best_bid_size,Best_ask,Best_ask_size,Side,Trade_ID,Last_size,Time
ticker,53112587046,BTC-USD,19238.57,18086.83,50656.90712802,18055.25,19260.5,658190.07860215,19238.56,0.08594000,19240.42,0.10394783,buy,483098790,0.01196752,2023-01-13T15:27:46.032740Z
ticker,53112587108,BTC-USD,19240.42,18086.83,50657.00712802,18055.25,19260.5,658190.17860215,19238.62,0.06947906,19240.42,0.00394783,buy,483098791,0.1,2023-01-13T15:27:46.054883Z
ticker,53112587233,BTC-USD,19239.85,18086.83,50657.01937802,18055.25,19260.5,658190.19085215,19239.84,0.10078000,19239.85,0.00000493,buy,483098792,0.01225,2023-01-13T15:27:46.128276Z
ticker,53112587313,BTC-USD,19240.41,18086.83,50657.02937802,18055.25,19260.5,658190.20085215,19240.33,0.10078000,19242.19,0.10393830,buy,483098793,0.01,2023-01-13T15:27:46.189462Z
ticker,53112587461,BTC-USD,19240.82,18086.83,50657.11301802,18055.25,19260.5,658190.28449215,19240.35,0.08800000,19243.49,3.40520902,sell,483098794,0.08364,2023-01-13T15:27:46.218126Z
ticker,53112587463,BTC-USD,19240.35,18086.83,50657.20101802,18055.25,19260.5,658190.37249215,19240.34,0.07698504,19243.49,3.40520902,sell,483098795,0.088,2023-01-13T15:27:46.218126Z
ticker,53112587465,BTC-USD,19240.34,18086.83,50657.26989707,18055.25,19260.5,658190.44137120,19240.34,0.00810599,19243.49,3.40520902,sell,483098796,0.06887905,2023-01-13T15:27:46.218126Z
ticker,53112587467,BTC-USD,19240.34,18086.83,50657.27370718,18055.25,19260.5,658190.44518131,19240.34,0.00429588,19243.49,3.40520902,sell,483098797,0.00381011,2023-01-13T15:27:46.218126Z
ticker,53112587469,BTC-USD,19240.34,18086.83,50657.27800306,18055.25,19260.5,658190.44947719,19239.88,0.00431556,19243.49,3.40520902,sell,483098798,0.00429588,2023-01-13T15:27:46.218126Z
ticker,53112587471,BTC-USD,19239.88,18086.83,50657.28231862,18055.25,19260.5,658190.45379275,19239.86,0.03929869,19243.49,3.40520902,sell,483098799,0.00431556,2023-01-13T15:27:46.218126Z
ticker,53112587473,BTC-USD,19239.86,18086.83,50657.32161731,18055.25,19260.5,658190.49309144,19239.85,0.00950860,19243.49,3.40520902,sell,483098800,0.03929869,2023-01-13T15:27:46.218126Z
ticker,53112587475,BTC-USD,19239.85,18086.83,50657.33112591,18055.25,19260.5,658190.50260004,19239.84,0.07800000,19243.49,3.40520902,sell,483098801,0.0095086,2023-01-13T15:27:46.218126Z
ticker,53112587477,BTC-USD,19239.84,18086.83,50657.40912591,18055.25,19260.5,658190.58060004,19239.17,0.00976520,19243.49,3.40520902,sell,483098802,0.078,2023-01-13T15:27:46.218126Z
ticker,53112587479,BTC-USD,19239.17,18086.83,50657.41889111,18055.25,19260.5,658190.59036524,19238.69,0.07988580,19243.49,3.40520902,sell,483098803,0.0097652,2023-01-13T15:27:46.218126Z
ticker,53112587481,BTC-USD,19238.69,18086.83,50657.43673563,18055.25,19260.5,658190.60820976,19238.69,0.06204128,19243.49,3.40520902,sell,483098804,0.01784452,2023-01-13T15:27:46.218126Z
ticker,53112587483,BTC-USD,19238.69,18086.83,50657.49877691,18055.25,19260.5,658190.67025104,19238.66,0.05000000,19243.49,3.40520902,sell,483098805,0.06204128,2023-01-13T15:27:46.218126Z
ticker,53112587485,BTC-USD,19238.66,18086.83,50657.54877691,18055.25,19260.5,658190.72025104,19238.65,0.09000000,19243.49,3.40520902,sell,483098806,0.05,2023-01-13T15:27:46.218126Z
ticker,53112587487,BTC-USD,19238.65,18086.83,50657.58877691,18055.25,19260.5,658190.76025104,19238.65,0.05000000,19243.49,3.40520902,sell,483098807,0.04,2023-01-13T15:27:46.218126Z
ticker,53112587489,BTC-USD,19238.65,18086.83,50657.59939998,18055.25,19260.5,658190.77087411,19238.65,0.03937693,19243.49,3.40520902,sell,483098808,0.01062307,2023-01-13T15:27:46.218126Z
ticker,53112587962,BTC-USD,19243.33,18086.83,50657.65642380,18055.25,19260.5,658190.82789793,19240.34,0.10078000,19243.35,0.03767829,buy,483098809,0.05702382,2023-01-13T15:27:46.397637Z
ticker,53112587964,BTC-USD,19243.35,18086.83,50657.69410209,18055.25,19260.5,658190.86557622,19240.34,0.10078000,19243.42,0.02290087,buy,483098810,0.03767829,2023-01-13T15:27:46.397637Z
ticker,53112587966,BTC-USD,19243.42,18086.83,50657.71700296,18055.25,19260.5,658190.88847709,19240.34,0.10078000,19243.44,0.02980420,buy,483098811,0.02290087,2023-01-13T15:27:46.397637Z
ticker,53112587968,BTC-USD,19243.44,18086.83,50657.74680716,18055.25,19260.5,658190.91828129,19240.34,0.10078000,19243.48,0.01000000,buy,483098812,0.0298042,2023-01-13T15:27:46.397637Z
ticker,53112587970,BTC-USD,19243.48,18086.83,50657.75680716,18055.25,19260.5,658190.92828129,19240.34,0.10078000,19243.49,3.40520902,buy,483098813,0.01,2023-01-13T15:27:46.397637Z
ticker,53112587976,BTC-USD,19243.41,18086.83,50657.76680716,18055.25,19260.5,658190.93828129,19240.34,0.10078000,19243.49,3.40520902,buy,483098814,0.01,2023-01-13T15:27:46.397679Z
ticker,53112587978,BTC-USD,19243.49,18086.83,50659.22214716,18055.25,19260.5,658192.39362129,19240.34,0.10078000,19243.49,1.94986902,buy,483098815,1.45534,2023-01-13T15:27:46.397679Z
ticker,53112587991,BTC-USD,19243.49,18086.83,50660.36145716,18055.25,19260.5,658193.53293129,19240.34,0.10078000,19243.49,0.81055902,buy,483098816,1.13931,2023-01-13T15:27:46.397807Z
ticker,53112588135,BTC-USD,19242.17,18086.83,50660.37145716,18055.25,19260.5,658193.54293129,19240.40,0.00526397,19243.38,0.03402689,buy,483098817,0.01,2023-01-13T15:27:46.421168Z
ticker,53112588154,BTC-USD,19242.15,18086.83,50660.45945716,18055.25,19260.5,658193.63093129,19240.40,0.00526397,19243.38,0.03402689,buy,483098818,0.088,2023-01-13T15:27:46.422162Z
ticker,53112588156,BTC-USD,19243.38,18086.83,50660.49348405,18055.25,19260.5,658193.66495818,19240.40,0.00526397,19243.89,0.03528180,buy,483098819,0.03402689,2023-01-13T15:27:46.422162Z
ticker,53112588158,BTC-USD,19243.89,18086.83,50660.52876585,18055.25,19260.5,658193.70023998,19240.40,0.00526397,19243.91,0.03047254,buy,483098820,0.0352818,2023-01-13T15:27:46.422162Z
ticker,53112588160,BTC-USD,19243.91,18086.83,50660.55923839,18055.25,19260.5,658193.73071252,19240.40,0.00526397,19243.93,0.06171767,buy,483098821,0.03047254,2023-01-13T15:27:46.422162Z
ticker,53112588162,BTC-USD,19243.93,18086.83,50660.59695185,18055.25,19260.5,658193.76842598,19240.40,0.00526397,19243.93,0.02400421,buy,483098822,0.03771346,2023-01-13T15:27:46.422162Z
ticker,53112588164,BTC-USD,19243.93,18086.83,50660.62095606,18055.25,19260.5,658193.79243019,19240.40,0.00526397,19245.29,0.01977646,buy,483098823,0.02400421,2023-01-13T15:27:46.422162Z
ticker,53112588166,BTC-USD,19245.29,18086.83,50660.64073252,18055.25,19260.5,658193.81220665,19240.40,0.00526397,19245.34,0.00643500,buy,483098824,0.01977646,2023-01-13T15:27:46.422162Z
ticker,53112588168,BTC-USD,19245.34,18086.83,50660.64716752,18055.25,19260.5,658193.81864165,19240.40,0.00526397,19245.37,0.10627524,buy,483098825,0.006435,2023-01-13T15:27:46.422162Z
ticker,53112588170,BTC-USD,19245.37,18086.83,50660.69656368,18055.25,19260.5,658193.86803781,19240.40,0.00526397,19245.37,0.05687908,buy,483098826,0.04939616,2023-01-13T15:27:46.422162Z
ticker,53112588172,BTC-USD,19245.37,18086.83,50660.75344276,18055.25,19260.5,658193.92491689,19240.40,0.00526397,19245.39,0.06466947,buy,483098827,0.05687908,2023-01-13T15:27:46.422162Z
ticker,53112588174,BTC-USD,19245.39,18086.83,50660.81811223,18055.25,19260.5,658193.98958636,19240.40,0.00526397,19245.41,0.06451867,buy,483098828,0.06466947,2023-01-13T15:27:46.422162Z
ticker,53112588176,BTC-USD,19245.41,18086.83,50660.88263090,18055.25,19260.5,658194.05410503,19240.40,0.00526397,19245.84,0.04213682,buy,483098829,0.06451867,2023-01-13T15:27:46.422162Z
ticker,53112588178,BTC-USD,19245.84,18086.83,50660.92476772,18055.25,19260.5,658194.09624185,19240.40,0.00526397,19246.01,0.03839292,buy,483098830,0.04213682,2023-01-13T15:27:46.422162Z
ticker,53112588180,BTC-USD,19246.01,18086.83,50660.96316064,18055.25,19260.5,658194.13463477,19240.40,0.00526397,19247.43,0.01805688,buy,483098831,0.03839292,2023-01-13T15:27:46.422162Z
ticker,53112588203,BTC-USD,19243.33,18086.83,50660.99844968,18055.25,19260.5,658194.16992381,19240.40,0.00526397,19247.43,0.01805688,buy,483098832,0.03528904,2023-01-13T15:27:46.425630Z
ticker,53112588317,BTC-USD,19247.17,18086.83,50661.49844968,18055.25,19260.5,658194.66992381,19243.47,0.00078114,19247.42,0.03937549,buy,483098833,0.5,2023-01-13T15:27:46.442360Z
ticker,53112588319,BTC-USD,19247.42,18086.83,50661.53782517,18055.25,19260.5,658194.70929930,19243.47,0.00078114,19247.43,0.01852906,buy,483098834,0.03937549,2023-01-13T15:27:46.442360Z
ticker,53112588321,BTC-USD,19247.43,18086.83,50661.55588205,18055.25,19260.5,658194.72735618,19243.47,0.00078114,19247.43,0.00047218,buy,483098835,0.01805688,2023-01-13T15:27:46.442360Z
ticker,53112588323,BTC-USD,19247.43,18086.83,50661.55635423,18055.25,19260.5,658194.72782836,19243.47,0.00078114,19247.77,0.10390819,buy,483098836,0.00047218,2023-01-13T15:27:46.442360Z
ticker,53112588325,BTC-USD,19247.77,18086.83,50661.66026242,18055.25,19260.5,658194.83173655,19243.47,0.00078114,19248.31,0.01918574,buy,483098837,0.10390819,2023-01-13T15:27:46.442360Z
ticker,53112588327,BTC-USD,19248.31,18086.83,50661.67944816,18055.25,19260.5,658194.85092229,19243.47,0.00078114,19248.35,0.13164289,buy,483098838,0.01918574,2023-01-13T15:27:46.442360Z
ticker,53112588329,BTC-USD,19248.35,18086.83,50661.81109105,18055.25,19260.5,658194.98256518,19243.47,0.00078114,19248.62,0.00195874,buy,483098839,0.13164289,2023-01-13T15:27:46.442360Z
ticker,53112588729,BTC-USD,19245.95,18086.83,50661.85905707,18055.25,19260.5,658195.03053120,19244.35,0.05199623,19247.43,0.00425060,sell,483098840,0.04796602,2023-01-13T15:27:46.525137Z
ticker,53112588798,BTC-USD,19244.35,18086.83,50661.91105330,18055.25,19260.5,658195.08252743,19244.29,0.05080162,19249.29,4.95227064,sell,483098841,0.05199623,2023-01-13T15:27:46.549534Z
ticker,53112588800,BTC-USD,19244.29,18086.83,50661.96185492,18055.25,19260.5,658195.13332905,19243.33,0.04819022,19249.29,4.95227064,sell,483098842,0.05080162,2023-01-13T15:27:46.549534Z
ticker,53112588888,BTC-USD,19245.96,18086.83,50661.98783292,18055.25,19260.5,658195.15930705,19242.23,0.00857700,19246.93,0.09426000,sell,483098843,0.025978,2023-01-13T15:27:46.561762Z
ticker,53112589192,BTC-USD,19246.05,18086.83,50662.01492946,18055.25,19260.5,658195.18640359,19243.44,0.07115250,19246.44,0.08700000,sell,483098844,0.02709654,2023-01-13T15:27:46.681393Z
ticker,53112589559,BTC-USD,19244.36,18086.83,50662.10292946,18055.25,19260.5,658195.27440359,19244.31,0.07800000,19246.92,0.08700000,sell,483098845,0.088,2023-01-13T15:27:46.814501Z
ticker,53112589561,BTC-USD,19244.31,18086.83,50662.18092946,18055.25,19260.5,658195.35240359,19243.93,0.02169000,19246.92,0.08700000,sell,483098846,0.078,2023-01-13T15:27:46.814501Z
ticker,53112589563,BTC-USD,19243.93,18086.83,50662.20261946,18055.25,19260.5,658195.37409359,19243.45,0.05000000,19246.92,0.08700000,sell,483098847,0.02169,2023-01-13T15:27:46.814501Z
ticker,53112589583,BTC-USD,19243.97,18086.83,50662.21565136,18055.25,19260.5,658195.38712549,19243.95,0.02714434,19246.92,0.08700000,sell,483098848,0.0130319,2023-01-13T15:27:46.822735Z
ticker,53112589585,BTC-USD,19243.95,18086.83,50662.24279570,18055.25,19260.5,658195.41426983,19243.38,0.06687405,19246.92,0.08700000,sell,483098849,0.02714434,2023-01-13T15:27:46.822735Z
ticker,53112589591,BTC-USD,19243.38,18086.83,50662.26169570,18055.25,19260.5,658195.43316983,19243.38,0.04797405,19246.91,0.21000000,sell,483098850,0.0189,2023-01-13T15:27:46.822817Z
ticker,53112589600,BTC-USD,19243.45,18086.83,50662.39396228,18055.25,19260.5,658195.56543641,19243.38,0.04797405,19246.91,0.21000000,sell,483098851,0.13226658,2023-01-13T15:27:46.827749Z
ticker,53112589622,BTC-USD,19243.38,18086.83,50662.45522292,18055.25,19260.5,658195.62669705,19242.41,0.09840363,19246.91,0.21746398,sell,483098852,0.06126064,2023-01-13T15:27:46.832810Z
ticker,53112589681,BTC-USD,19243.51,18086.83,50662.51442292,18055.25,19260.5,658195.68589705,19243.51,0.00451957,19246.43,0.01000000,sell,483098853,0.0592,2023-01-13T15:27:46.856961Z
ticker,53112589736,BTC-USD,19246.06,18086.83,50662.53339050,18055.25,19260.5,658195.70486463,19243.51,0.06658826,19246.42,0.25056206,sell,483098854,0.01896758,2023-01-13T15:27:46.869824Z
ticker,53112589738,BTC-USD,19243.51,18086.83,50662.53791007,18055.25,19260.5,658195.70938420,19243.51,0.06206869,19246.42,0.25056206,sell,483098855,0.00451957,2023-01-13T15:27:46.869824Z
ticker,53112589740,BTC-USD,19243.51,18086.83,50662.57812292,18055.25,19260.5,658195.74959705,19243.51,0.02185584,19246.42,0.25056206,sell,483098856,0.04021285,2023-01-13T15:27:46.869824Z
ticker,53112589806,BTC-USD,19243.95,18086.83,50662.59709050,18055.25,19260.5,658195.76856463,19242.23,0.00857700,19246.00,0.04422129,sell,483098857,0.01896758,2023-01-13T15:27:46.886241Z
ticker,53112589840,BTC-USD,19244.31,18086.83,50662.61605808,18055.25,19260.5,658195.78753221,19242.23,0.00857700,19246.00,0.19950137,sell,483098858,0.01896758,2023-01-13T15:27:46.897944Z
ticker,53112589869,BTC-USD,19244.37,18086.83,50662.62933538,18055.25,19260.5,658195.80080951,19242.23,0.00857700,19246.00,0.19950137,sell,483098859,0.0132773,2023-01-13T15:27:46.909963Z
ticker,53112590001,BTC-USD,19242.26,18086.83,50662.63264823,18055.25,19260.5,658195.80412236,19242.25,0.07800000,19245.94,0.01549615,sell,483098860,0.00331285,2023-01-13T15:27:46.985447Z
ticker,53112590003,BTC-USD,19242.25,18086.83,50662.71064823,18055.25,19260.5,658195.88212236,19242.24,0.10000000,19245.94,0.01549615,sell,483098861,0.078,2023-01-13T15:27:46.985447Z
ticker,53112590005,BTC-USD,19242.24,18086.83,50662.81064823,18055.25,19260.5,658195.98212236,19242.23,0.00857700,19245.94,0.01549615,sell,483098862,0.1,2023-01-13T15:27:46.985447Z
ticker,53112590007,BTC-USD,19242.23,18086.83,50662.81723538,18055.25,19260.5,658195.98870951,19242.23,0.00198985,19245.94,0.01549615,sell,483098863,0.00658715,2023-01-13T15:27:46.985447Z
ticker,53112590015,BTC-USD,19243.46,18086.83,50662.82723538,18055.25,19260.5,658195.99870951,19242.23,0.00198985,19245.94,0.01549615,sell,483098864,0.01,2023-01-13T15:27:46.986270Z
ticker,53112590017,BTC-USD,19242.23,18086.83,50662.82922523,18055.25,19260.5,658196.00069936,19241.06,0.02955092,19245.94,0.01549615,sell,483098865,0.00198985,2023-01-13T15:27:46.986270Z
ticker,53112590038,BTC-USD,19241.06,18086.83,50662.85877615,18055.25,19260.5,658196.03025028,19241.05,0.01412423,19245.93,0.21000000,sell,483098866,0.02955092,2023-01-13T15:27:46.993498Z
ticker,53112590040,BTC-USD,19241.05,18086.83,50662.87290038,18055.25,19260.5,658196.04437451,19241.04,0.05000000,19245.93,0.21000000,sell,483098867,0.01412423,2023-01-13T15:27:46.993498Z
ticker,53112590042,BTC-USD,19241.04,18086.83,50662.92290038,18055.25,19260.5,658196.09437451,19241.03,0.08399100,19245.93,0.21000000,sell,483098868,0.05,2023-01-13T15:27:46.993498Z
ticker,53112590044,BTC-USD,19241.03,18086.83,50662.96863174,18055.25,19260.5,658196.14010587,19241.03,0.03825964,19245.93,0.21000000,sell,483098869,0.04573136,2023-01-13T15:27:46.993498Z
ticker,53112590046,BTC-USD,19241.03,18086.83,50663.00689138,18055.25,19260.5,658196.17836551,19240.99,0.06780202,19245.93,0.21000000,sell,483098870,0.03825964,2023-01-13T15:27:46.993498Z
ticker,53112590048,BTC-USD,19240.99,18086.83,50663.07469340,18055.25,19260.5,658196.24616753,19240.97,0.06146816,19245.93,0.21000000,sell,483098871,0.06780202,2023-01-13T15:27:46.993498Z
ticker,53112590050,BTC-USD,19240.97,18086.83,50663.08881821,18055.25,19260.5,658196.26029234,19240.97,0.04734335,19245.93,0.21000000,sell,483098872,0.01412481,2023-01-13T15:27:46.993498Z
ticker,53112590052,BTC-USD,19240.97,18086.83,50663.09833183,18055.25,19260.5,658196.26980596,19240.97,0.03782973,19245.93,0.21000000,sell,483098873,0.00951362,2023-01-13T15:27:46.993498Z
ticker,53112590054,BTC-USD,19240.97,18086.83,50663.13616156,18055.25,19260.5,658196.30763569,19240.66,0.05863518,19245.93,0.21000000,sell,483098874,0.03782973,2023-01-13T15:27:46.993498Z
ticker,53112590056,BTC-USD,19240.66,18086.83,50663.19479674,18055.25,19260.5,658196.36627087,19240.64,0.04725090,19245.93,0.21000000,sell,483098875,0.05863518,2023-01-13T15:27:46.993498Z
ticker,53112590058,BTC-USD,19240.64,18086.83,50663.24204764,18055.25,19260.5,658196.41352177,19240.60,2.96376797,19245.93,0.21000000,sell,483098876,0.0472509,2023-01-13T15:27:46.993498Z
ticker,53112590060,BTC-USD,19240.6,18086.83,50663.29097875,18055.25,19260.5,658196.46245288,19240.60,2.91483686,19245.93,0.21000000,sell,483098877,0.04893111,2023-01-13T15:27:46.993498Z
ticker,53112590062,BTC-USD,19240.6,18086.83,50665.61472523,18055.25,19260.5,658198.78619936,19240.60,0.59109038,19245.93,0.21000000,sell,483098878,2.32374648,2023-01-13T15:27:46.993498Z
ticker,53112590132,BTC-USD,19243.39,18086.83,50665.61482523,18055.25,19260.5,658198.78629936,19243.39,0.00990000,19245.42,0.07229872,sell,483098879,0.0001,2023-01-13T15:27:47.012485Z
ticker,53112590153,BTC-USD,19243.39,18086.83,50665.62472523,18055.25,19260.5,658198.79619936,19242.42,0.01000000,19245.42,0.07229872,sell,483098880,0.0099,2023-01-13T15:27:47.014567Z
ticker,53112590155,BTC-USD,19242.42,18086.83,50665.63472523,18055.25,19260.5,658198.80619936,19241.07,0.02400000,19245.42,0.07229872,sell,483098881,0.01,2023-01-13T15:27:47.014567Z
ticker,53112590192,BTC-USD,19241.07,18086.83,50665.65472523,18055.25,19260.5,658198.82619936,19241.04,0.02000000,19242.92,0.03592111,sell,483098882,0.02,2023-01-13T15:27:47.025769Z
ticker,53112590194,BTC-USD,19241.04,18086.83,50665.67472523,18055.25,19260.5,658198.84619936,19240.62,0.03724940,19242.92,0.03592111,sell,483098883,0.02,2023-01-13T15:27:47.025769Z
ticker,53112590196,BTC-USD,19240.62,18086.83,50665.71197463,18055.25,19260.5,658198.88344876,19240.60,0.59109038,19242.92,0.03592111,sell,483098884,0.0372494,2023-01-13T15:27:47.025769Z
ticker,53112590198,BTC-USD,19240.6,18086.83,50665.72792523,18055.25,19260.5,658198.89939936,19240.60,0.57513978,19242.92,0.03592111,sell,483098885,0.0159506,2023-01-13T15:27:47.025769Z
ticker,53112590371,BTC-USD,19240.61,18086.83,50665.72802523,18055.25,19260.5,658198.89949936,19240.61,0.06390000,19244.88,0.05161503,sell,483098886,0.0001,2023-01-13T15:27:47.086420Z
ticker,53112590387,BTC-USD,19240.61,18086.83,50665.72842523,18055.25,19260.5,658198.89989936,19240.61,0.06350000,19244.88,0.05161503,sell,483098887,0.0004,2023-01-13T15:27:47.087100Z
ticker,53112590406,BTC-USD,19240.61,18086.83,50665.73172523,18055.25,19260.5,658198.90319936,19240.61,0.11824611,19244.88,0.05161503,sell,483098888,0.0033,2023-01-13T15:27:47.095811Z
ticker,53112590447,BTC-USD,19240.61,18086.83,50665.73572523,18055.25,19260.5,658198.90719936,19240.61,0.06754611,19244.87,0.06214720,sell,483098889,0.004,2023-01-13T15:27:47.108650Z
ticker,53112590449,BTC-USD,19240.61,18086.83,50665.76867714,18055.25,19260.5,658198.94015127,19240.61,0.03459420,19244.87,0.06214720,sell,483098890,0.03295191,2023-01-13T15:27:47.108650Z
ticker,53112590481,BTC-USD,19240.61,18086.83,50665.80327134,18055.25,19260.5,658198.97474547,19240.60,0.57513978,19244.81,0.04638495,sell,483098891,0.0345942,2023-01-13T15:27:47.122060Z
ticker,53112590483,BTC-USD,19240.6,18086.83,50666.37841112,18055.25,19260.5,658199.54988525,19240.40,0.00309504,19244.81,0.04638495,sell,483098892,0.57513978,2023-01-13T15:27:47.122060Z
ticker,53112590549,BTC-USD,19240.62,18086.83,50666.44149623,18055.25,19260.5,658199.61297036,19240.40,0.00309504,19244.32,0.10078000,sell,483098893,0.06308511,2023-01-13T15:27:47.143476Z
ticker,53112590551,BTC-USD,19240.4,18086.83,50666.44459127,18055.25,19260.5,658199.61606540,19238.81,0.01000000,19244.32,0.10078000,sell,483098894,0.00309504,2023-01-13T15:27:47.143476Z
ticker,53112591075,BTC-USD,19240.97,18086.83,50666.45459127,18055.25,19260.5,658199.62606540,19237.15,0.00067318,19240.97,0.04339457,buy,483098895,0.01,2023-01-13T15:27:47.295337Z
ticker,53112591113,BTC-USD,19240.94,18086.83,50666.45470119,18055.25,19260.5,658199.62617532,19237.15,0.00067318,19240.94,0.06498370,buy,483098896,0.00010992,2023-01-13T15:27:47.303322Z
ticker,53112591825,BTC-USD,19235.62,18086.83,50666.46719119,18055.25,19260.5,658199.63866532,19235.13,0.00708614,19236.63,0.03108642,sell,483098897,0.01249,2023-01-13T15:27:47.716160Z
ticker,53112591827,BTC-USD,19235.13,18086.83,50666.47427733,18055.25,19260.5,658199.64575146,19235.12,0.01000000,19236.63,0.03108642,sell,483098898,0.00708614,2023-01-13T15:27:47.716160Z
ticker,53112591829,BTC-USD,19235.12,18086.83,50666.48427733,18055.25,19260.5,658199.65575146,19235.11,0.10397647,19236.63,0.03108642,sell,483098899,0.01,2023-01-13T15:27:47.716160Z
ticker,53112591831,BTC-USD,19235.11,18086.83,50666.58825380,18055.25,19260.5,658199.75972793,19234.98,0.02599400,19236.63,0.03108642,sell,483098900,0.10397647,2023-01-13T15:27:47.716160Z
ticker,53112591833,BTC-USD,19234.98,18086.83,50666.61424780,18055.25,19260.5,658199.78572193,19234.67,0.06000000,19236.63,0.03108642,sell,483098901,0.025994,2023-01-13T15:27:47.716160Z
ticker,53112591835,BTC-USD,19234.67,18086.83,50666.67424780,18055.25,19260.5,658199.84572193,19233.64,0.00316326,19236.63,0.03108642,sell,483098902,0.06,2023-01-13T15:27:47.716160Z
ticker,53112592036,BTC-USD,19236.56,18086.83,50666.70424780,18055.25,19260.5,658199.87572193,19233.65,1.87535091,19236.56,0.00108642,buy,483098903,0.03,2023-01-13T15:27:47.973563Z
ticker,53112592047,BTC-USD,19236.56,18086.83,50666.70533422,18055.25,19260.5,658199.87680835,19234.14,0.01101000,19238.61,0.00026708,buy,483098904,0.00108642,2023-01-13T15:27:47.976771Z
ticker,53112592057,BTC-USD,19236.53,18086.83,50666.79333422,18055.25,19260.5,658199.96480835,19234.14,0.01101000,19238.61,0.00026708,buy,483098905,0.088,2023-01-13T15:27:47.976841Z
ticker,53112592188,BTC-USD,19236.52,18086.83,50666.81509422,18055.25,19260.5,658199.98656835,19235.61,0.01912000,19236.52,0.00000050,buy,483098906,0.02176,2023-01-13T15:27:48.056335Z
ticker,53112592205,BTC-USD,19236.52,18086.83,50666.81509472,18055.25,19260.5,658199.98656885,19235.61,0.01912000,19236.55,0.02176050,buy,483098907,0.0000005,2023-01-13T15:27:48.069230Z
ticker,53112592207,BTC-USD,19236.55,18086.83,50666.83685422,18055.25,19260.5,658200.00832835,19235.61,0.01912000,19236.55,0.00000100,buy,483098908,0.0217595,2023-01-13T15:27:48.069230Z
ticker,53112592271,BTC-USD,19236.55,18086.83,50666.83685522,18055.25,19260.5,658200.00832935,19235.61,0.10712000,19238.61,0.00026708,buy,483098909,0.000001,2023-01-13T15:27:48.124467Z
ticker,53112592273,BTC-USD,19238.61,18086.83,50666.83712230,18055.25,19260.5,658200.00859643,19235.61,0.10712000,19239.56,0.04748763,buy,483098910,0.00026708,2023-01-13T15:27:48.124467Z
ticker,53112592275,BTC-USD,19239.56,18086.83,50666.88460993,18055.25,19260.5,658200.05608406,19235.61,0.10712000,19239.61,0.10543833,buy,483098911,0.04748763,2023-01-13T15:27:48.124467Z
ticker,53112592277,BTC-USD,19239.61,18086.83,50666.94558182,18055.25,19260.5,658200.11705595,19235.61,0.10712000,19239.61,0.04446644,buy,483098912,0.06097189,2023-01-13T15:27:48.124467Z
ticker,53112592279,BTC-USD,19239.61,18086.83,50666.99004826,18055.25,19260.5,658200.16152239,19235.61,0.10712000,19239.63,0.05638968,buy,483098913,0.04446644,2023-01-13T15:27:48.124467Z
ticker,53112592281,BTC-USD,19239.63,18086.83,50667.04643794,18055.25,19260.5,658200.21791207,19235.61,0.10712000,19239.68,0.10578829,buy,483098914,0.05638968,2023-01-13T15:27:48.124467Z
ticker,53112592283,BTC-USD,19239.68,18086.83,50667.11048551,18055.25,19260.5,658200.28195964,19235.61,0.10712000,19239.68,0.04174072,buy,483098915,0.06404757,2023-01-13T15:27:48.124467Z
ticker,53112592285,BTC-USD,19239.68,18086.83,50667.15222623,18055.25,19260.5,658200.32370036,19235.61,0.10712000,19239.71,0.04797623,buy,483098916,0.04174072,2023-01-13T15:27:48.124467Z
ticker,53112592287,BTC-USD,19239.71,18086.83,50667.20020246,18055.25,19260.5,658200.37167659,19235.61,0.10712000,19239.75,0.09675242,buy,483098917,0.04797623,2023-01-13T15:27:48.124467Z
ticker,53112592289,BTC-USD,19239.75,18086.83,50667.25859700,18055.25,19260.5,658200.43007113,19235.61,0.10712000,19239.75,0.03835788,buy,483098918,0.05839454,2023-01-13T15:27:48.124467Z
ticker,53112592291,BTC-USD,19239.75,18086.83,50667.29695488,18055.25,19260.5,658200.46842901,19235.61,0.10712000,19239.78,0.07569953,buy,483098919,0.03835788,2023-01-13T15:27:48.124467Z
ticker,53112592293,BTC-USD,19239.78,18086.83,50667.37265441,18055.25,19260.5,658200.54412854,19235.61,0.10712000,19239.82,0.03240711,buy,483098920,0.07569953,2023-01-13T15:27:48.124467Z
ticker,53112592295,BTC-USD,19239.82,18086.83,50667.40506152,18055.25,19260.5,658200.57653565,19235.61,0.10712000,19239.84,0.03581967,buy,483098921,0.03240711,2023-01-13T15:27:48.124467Z
ticker,53112592297,BTC-USD,19239.84,18086.83,50667.44088119,18055.25,19260.5,658200.61235532,19235.61,0.10712000,19239.87,0.02182466,buy,483098922,0.03581967,2023-01-13T15:27:48.124467Z
ticker,53112592299,BTC-USD,19239.87,18086.83,50667.46270585,18055.25,19260.5,658200.63417998,19235.61,0.10712000,19239.89,0.06077223,buy,483098923,0.02182466,2023-01-13T15:27:48.124467Z
ticker,53112592301,BTC-USD,19239.89,18086.83,50667.52347808,18055.25,19260.5,658200.69495221,19235.61,0.10712000,19240.22,4.97362251,buy,483098924,0.06077223,2023-01-13T15:27:48.124467Z
