Type,ProductId,Changes,,,Timestamp
l2update,BTC-USD,[['buy', '19218.78', '0.37500000']],2023-01-13T15:27:44.689653Z
l2update,BTC-USD,[['sell', '19244.59', '0.37500000']],2023-01-13T15:27:44.689667Z
l2update,BTC-USD,[['buy', '19230.57', '0.00000000']],2023-01-13T15:27:44.693318Z
l2update,BTC-USD,[['buy', '19227.71', '0.13230658']],2023-01-13T15:27:44.694024Z
l2update,BTC-USD,[['buy', '19228.54', '0.05000000']],2023-01-13T15:27:44.694105Z
l2update,BTC-USD,[['buy', '19228.54', '0.18230658']],2023-01-13T15:27:44.694248Z
l2update,BTC-USD,[['sell', '19235.55', '0.01499175']],2023-01-13T15:27:44.694274Z
l2update,BTC-USD,[['buy', '19152.11', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['buy', '19157.22', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['buy', '19176.21', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['buy', '19181.88', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['buy', '19198.36', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['buy', '19201.57', '0.00000000']],2023-01-13T15:27:44.694287Z
l2update,BTC-USD,[['sell', '19234.50', '0.01132342']],2023-01-13T15:27:44.694422Z
l2update,BTC-USD,[['buy', '19228.54', '0.05000000']],2023-01-13T15:27:44.698590Z
l2update,BTC-USD,[['sell', '19235.56', '0.00000000']],2023-01-13T15:27:44.698946Z
l2update,BTC-USD,[['buy', '19229.49', '0.00000000']],2023-01-13T15:27:44.699734Z
l2update,BTC-USD,[['buy', '19230.08', '0.00000000']],2023-01-13T15:27:44.699774Z
l2update,BTC-USD,[['buy', '19230.02', '0.00000000']],2023-01-13T15:27:44.699774Z
l2update,BTC-USD,[['sell', '19257.22', '0.32000000']],2023-01-13T15:27:44.702060Z
l2update,BTC-USD,[['sell', '19289.33', '0.00000000']],2023-01-13T15:27:44.702301Z
l2update,BTC-USD,[['buy', '19229.48', '0.06089692']],2023-01-13T15:27:44.705566Z
l2update,BTC-USD,[['buy', '19227.72', '0.05000000']],2023-01-13T15:27:44.705669Z
l2update,BTC-USD,[['buy', '19209.19', '0.16000000']],2023-01-13T15:27:44.705817Z
l2update,BTC-USD,[['buy', '19186.50', '5.21199765']],2023-01-13T15:27:44.705899Z
l2update,BTC-USD,[['sell', '19294.17', '0.86816974']],2023-01-13T15:27:44.709773Z
l2update,BTC-USD,[['buy', '19163.25', '0.96608026']],2023-01-13T15:27:44.709773Z
l2update,BTC-USD,[['buy', '19228.44', '0.00000000']],2023-01-13T15:27:44.710808Z
l2update,BTC-USD,[['sell', '19244.59', '0.00000000']],2023-01-13T15:27:44.711363Z
l2update,BTC-USD,[['buy', '19227.72', '0.00000000']],2023-01-13T15:27:44.712068Z
l2update,BTC-USD,[['buy', '19208.90', '0.32000000']],2023-01-13T15:27:44.712692Z
l2update,BTC-USD,[['buy', '19208.91', '0.00000000']],2023-01-13T15:27:44.714445Z
l2update,BTC-USD,[['sell', '19295.81', '0.05637362']],2023-01-13T15:27:44.714770Z
l2update,BTC-USD,[['sell', '19273.97', '0.04655923']],2023-01-13T15:27:44.714770Z
l2update,BTC-USD,[['buy', '19228.56', '0.04425747']],2023-01-13T15:27:44.714885Z
l2update,BTC-USD,[['sell', '19256.92', '0.16000000']],2023-01-13T15:27:44.715321Z
l2update,BTC-USD,[['buy', '19228.58', '0.04130218']],2023-01-13T15:27:44.715720Z
l2update,BTC-USD,[['sell', '19296.63', '1.00000000']],2023-01-13T15:27:44.734263Z
l2update,BTC-USD,[['buy', '19227.71', '0.18230658']],2023-01-13T15:27:44.734282Z
l2update,BTC-USD,[['buy', '19228.55', '0.13230658']],2023-01-13T15:27:44.734346Z
l2update,BTC-USD,[['buy', '19212.79', '0.00000000']],2023-01-13T15:27:44.734407Z
l2update,BTC-USD,[['buy', '19207.93', '0.08685199']],2023-01-13T15:27:44.734457Z
l2update,BTC-USD,[['buy', '19229.52', '0.09454721']],2023-01-13T15:27:44.734471Z
l2update,BTC-USD,[['buy', '19209.97', '0.04000000']],2023-01-13T15:27:44.734550Z
l2update,BTC-USD,[['buy', '19229.52', '0.13535328']],2023-01-13T15:27:44.734562Z
l2update,BTC-USD,[['buy', '19229.52', '0.19385612']],2023-01-13T15:27:44.734586Z
l2update,BTC-USD,[['buy', '19229.54', '0.03876794']],2023-01-13T15:27:44.734617Z
l2update,BTC-USD,[['buy', '19227.77', '0.03166347']],2023-01-13T15:27:44.734629Z
l2update,BTC-USD,[['sell', '19247.30', '0.16000000']],2023-01-13T15:27:44.734668Z
l2update,BTC-USD,[['buy', '19147.83', '0.00000000']],2023-01-13T15:27:44.734748Z
l2update,BTC-USD,[['sell', '19298.86', '0.04463480']],2023-01-13T15:27:44.734825Z
l2update,BTC-USD,[['buy', '19210.47', '1.59911102']],2023-01-13T15:27:44.734850Z
l2update,BTC-USD,[['sell', '19323.05', '1.04180368']],2023-01-13T15:27:44.738575Z
l2update,BTC-USD,[['buy', '19216.48', '0.07728642']],2023-01-13T15:27:44.738575Z
l2update,BTC-USD,[['buy', '19197.03', '0.00000000']],2023-01-13T15:27:44.740164Z
l2update,BTC-USD,[['buy', '19229.97', '0.01592947']],2023-01-13T15:27:44.743123Z
l2update,BTC-USD,[['buy', '19229.52', '0.10585612']],2023-01-13T15:27:44.744321Z
l2update,BTC-USD,[['buy', '19227.71', '0.13230658']],2023-01-13T15:27:44.744787Z
l2update,BTC-USD,[['buy', '19228.55', '0.00000000']],2023-01-13T15:27:44.745054Z
l2update,BTC-USD,[['buy', '19210.47', '0.09911102']],2023-01-13T15:27:44.747990Z
l2update,BTC-USD,[['sell', '19230.84', '0.00000000']],2023-01-13T15:27:44.748715Z
l2update,BTC-USD,[['sell', '19256.04', '0.02000000']],2023-01-13T15:27:44.750904Z
l2update,BTC-USD,[['buy', '19210.14', '0.16000000']],2023-01-13T15:27:44.750904Z
l2update,BTC-USD,[['buy', '19229.54', '0.12676794']],2023-01-13T15:27:44.751151Z
l2update,BTC-USD,[['sell', '19246.50', '0.04000000']],2023-01-13T15:27:44.751214Z
l2update,BTC-USD,[['buy', '19227.52', '0.06895830']],2023-01-13T15:27:44.751355Z
l2update,BTC-USD,[['buy', '19210.54', '0.08000000']],2023-01-13T15:27:44.751382Z
l2update,BTC-USD,[['buy', '19229.56', '0.06197297']],2023-01-13T15:27:44.751409Z
l2update,BTC-USD,[['buy', '19205.96', '0.00000000']],2023-01-13T15:27:44.755391Z
l2update,BTC-USD,[['buy', '19228.53', '0.00000000']],2023-01-13T15:27:44.756308Z
l2update,BTC-USD,[['buy', '19134.52', '0.00000000']],2023-01-13T15:27:44.757186Z
l2update,BTC-USD,[['buy', '19139.73', '0.01000000']],2023-01-13T15:27:44.757186Z
l2update,BTC-USD,[['buy', '19142.91', '0.00000000']],2023-01-13T15:27:44.757186Z
l2update,BTC-USD,[['buy', '19147.27', '0.00000000']],2023-01-13T15:27:44.757186Z
l2update,BTC-USD,[['buy', '19197.32', '0.00000000']],2023-01-13T15:27:44.757186Z
l2update,BTC-USD,[['buy', '19205.22', '0.09956268']],2023-01-13T15:27:44.758182Z
l2update,BTC-USD,[['sell', '19234.50', '0.00000000']],2023-01-13T15:27:44.759192Z
l2update,BTC-USD,[['buy', '19218.79', '0.90081222']],2023-01-13T15:27:44.759764Z
l2update,BTC-USD,[['buy', '19230.03', '0.06884168']],2023-01-13T15:27:44.759813Z
l2update,BTC-USD,[['buy', '19230.03', '0.12856608']],2023-01-13T15:27:44.759832Z
l2update,BTC-USD,[['buy', '19228.56', '0.09425747']],2023-01-13T15:27:44.759842Z
l2update,BTC-USD,[['buy', '19218.05', '0.91490000']],2023-01-13T15:27:44.760000Z
l2update,BTC-USD,[['sell', '19291.97', '0.04108154']],2023-01-13T15:27:44.760528Z
l2update,BTC-USD,[['buy', '19139.70', '0.00000000']],2023-01-13T15:27:44.760528Z
l2update,BTC-USD,[['buy', '19143.51', '0.00000000']],2023-01-13T15:27:44.760528Z
l2update,BTC-USD,[['buy', '19144.02', '0.00000000']],2023-01-13T15:27:44.760528Z
l2update,BTC-USD,[['buy', '19210.94', '0.04000000']],2023-01-13T15:27:44.763032Z
l2update,BTC-USD,[['sell', '19239.39', '0.37500000']],2023-01-13T15:27:44.764459Z
l2update,BTC-USD,[['sell', '19246.90', '0.08000000']],2023-01-13T15:27:44.764533Z
l2update,BTC-USD,[['buy', '19169.04', '1.00000000']],2023-01-13T15:27:44.765011Z
l2update,BTC-USD,[['buy', '19211.73', '0.00000000']],2023-01-13T15:27:44.766038Z
l2update,BTC-USD,[['sell', '19241.65', '0.00000000']],2023-01-13T15:27:44.766038Z
l2update,BTC-USD,[['buy', '19229.54', '0.03876794']],2023-01-13T15:27:44.767233Z
l2update,BTC-USD,[['buy', '19224.63', '0.00000000']],2023-01-13T15:27:44.767623Z
l2update,BTC-USD,[['buy', '19228.57', '0.13230658']],2023-01-13T15:27:44.770863Z
l2update,BTC-USD,[['sell', '19234.52', '0.13184290']],2023-01-13T15:27:44.770911Z
l2update,BTC-USD,[['buy', '19228.97', '0.05000000']],2023-01-13T15:27:44.771976Z
l2update,BTC-USD,[['buy', '19230.03', '0.21656608']],2023-01-13T15:27:44.771994Z
l2update,BTC-USD,[['buy', '19227.73', '0.03857692']],2023-01-13T15:27:44.772008Z
l2update,BTC-USD,[['sell', '19298.86', '0.09310454']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['sell', '19273.38', '0.05067033']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['buy', '19161.38', '0.05816369']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['buy', '19165.41', '0.04352421']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['buy', '19169.74', '0.10253026']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['buy', '19173.11', '0.05577492']],2023-01-13T15:27:44.772044Z
l2update,BTC-USD,[['buy', '19228.55', '0.03921456']],2023-01-13T15:27:44.772082Z
l2update,BTC-USD,[['sell', '19248.10', '0.64000000']],2023-01-13T15:27:44.772211Z
l2update,BTC-USD,[['sell', '19234.52', '0.00000000']],2023-01-13T15:27:44.774730Z
l2update,BTC-USD,[['buy', '19228.54', '0.00000000']],2023-01-13T15:27:44.776390Z
l2update,BTC-USD,[['buy', '19171.09', '1.00000000']],2023-01-13T15:27:44.777193Z
l2update,BTC-USD,[['sell', '19235.62', '0.13184290']],2023-01-13T15:27:44.777323Z
l2update,BTC-USD,[['buy', '19230.03', '0.23249555']],2023-01-13T15:27:44.777447Z
l2update,BTC-USD,[['buy', '19228.56', '0.04425747']],2023-01-13T15:27:44.777533Z
l2update,BTC-USD,[['sell', '19247.99', '0.91490000']],2023-01-13T15:27:44.777666Z
l2update,BTC-USD,[['sell', '19257.51', '0.64000000']],2023-01-13T15:27:44.777684Z
l2update,BTC-USD,[['buy', '19208.61', '0.00000000']],2023-01-13T15:27:44.777699Z
l2update,BTC-USD,[['sell', '19271.35', '5.18905264']],2023-01-13T15:27:44.780450Z
l2update,BTC-USD,[['sell', '19235.62', '0.00000000']],2023-01-13T15:27:44.781283Z
l2update,BTC-USD,[['buy', '19225.21', '0.00000000']],2023-01-13T15:27:44.781303Z
l2update,BTC-USD,[['buy', '19171.64', '0.28180880']],2023-01-13T15:27:44.781973Z
l2update,BTC-USD,[['sell', '19235.55', '0.00000000']],2023-01-13T15:27:44.782138Z
l2update,BTC-USD,[['buy', '19228.58', '0.08295007']],2023-01-13T15:27:44.784591Z
l2update,BTC-USD,[['sell', '19235.83', '0.44272032']],2023-01-13T15:27:44.784648Z
l2update,BTC-USD,[['sell', '19260.06', '0.05530353']],2023-01-13T15:27:44.788865Z
l2update,BTC-USD,[['buy', '19230.01', '0.02177477']],2023-01-13T15:27:44.792486Z
l2update,BTC-USD,[['buy', '19229.49', '0.05000000']],2023-01-13T15:27:44.793057Z
l2update,BTC-USD,[['buy', '19229.56', '0.11774701']],2023-01-13T15:27:44.793239Z
l2update,BTC-USD,[['sell', '19244.49', '0.88544064']],2023-01-13T15:27:44.793529Z
l2update,BTC-USD,[['buy', '19227.52', '0.03037012']],2023-01-13T15:27:44.796565Z
l2update,BTC-USD,[['buy', '19228.51', '0.00000000']],2023-01-13T15:27:44.796565Z
l2update,BTC-USD,[['buy', '19230.04', '0.07582745']],2023-01-13T15:27:44.796943Z
l2update,BTC-USD,[['sell', '19235.62', '0.13184290']],2023-01-13T15:27:44.797116Z
l2update,BTC-USD,[['buy', '19228.97', '0.00000000']],2023-01-13T15:27:44.800585Z
l2update,BTC-USD,[['sell', '19235.62', '0.00000000']],2023-01-13T15:27:44.800821Z
l2update,BTC-USD,[['sell', '19235.83', '0.88544064']],2023-01-13T15:27:44.801571Z
l2update,BTC-USD,[['sell', '19236.67', '0.13184290']],2023-01-13T15:27:44.801639Z
l2update,BTC-USD,[['buy', '19230.03', '0.14449555']],2023-01-13T15:27:44.803835Z
l2update,BTC-USD,[['buy', '19229.48', '0.04496745']],2023-01-13T15:27:44.807167Z
l2update,BTC-USD,[['buy', '19230.04', '0.16382745']],2023-01-13T15:27:44.810716Z
l2update,BTC-USD,[['buy', '19229.53', '0.05000000']],2023-01-13T15:27:44.810771Z
l2update,BTC-USD,[['buy', '19230.09', '0.07216902']],2023-01-13T15:27:44.810785Z
l2update,BTC-USD,[['sell', '19238.72', '0.88544064']],2023-01-13T15:27:44.813669Z
l2update,BTC-USD,[['buy', '19217.69', '0.00000000']],2023-01-13T15:27:44.818265Z
l2update,BTC-USD,[['buy', '19228.45', '0.00000000']],2023-01-13T15:27:44.819995Z
l2update,BTC-USD,[['sell', '19341.06', '0.06337609']],2023-01-13T15:27:44.820783Z
l2update,BTC-USD,[['buy', '19205.80', '0.07605130']],2023-01-13T15:27:44.820783Z
l2update,BTC-USD,[['buy', '19207.52', '0.22500000']],2023-01-13T15:27:44.820960Z
l2update,BTC-USD,[['sell', '19234.49', '1.67138521']],2023-01-13T15:27:44.821117Z
l2update,BTC-USD,[['buy', '19229.49', '0.00000000']],2023-01-13T15:27:44.822063Z
l2update,BTC-USD,[['buy', '19171.64', '0.00000000']],2023-01-13T15:27:44.822728Z
l2update,BTC-USD,[['sell', '19291.97', '0.00000000']],2023-01-13T15:27:44.827404Z
l2update,BTC-USD,[['buy', '19222.80', '1.14700000']],2023-01-13T15:27:44.827453Z
l2update,BTC-USD,[['buy', '19230.05', '0.06934101']],2023-01-13T15:27:44.827472Z
l2update,BTC-USD,[['sell', '19241.55', '1.30200000']],2023-01-13T15:27:44.827517Z
l2update,BTC-USD,[['buy', '19209.68', '0.00000000']],2023-01-13T15:27:44.827832Z
l2update,BTC-USD,[['sell', '19235.63', '0.04051268']],2023-01-13T15:27:44.828190Z
l2update,BTC-USD,[['buy', '19228.56', '0.00000000']],2023-01-13T15:27:44.828275Z
l2update,BTC-USD,[['buy', '19229.57', '0.05000000']],2023-01-13T15:27:44.828555Z
l2update,BTC-USD,[['buy', '19209.35', '0.64000000']],2023-01-13T15:27:44.833880Z
l2update,BTC-USD,[['buy', '19230.10', '0.05371311']],2023-01-13T15:27:44.834053Z
l2update,BTC-USD,[['buy', '19229.53', '0.00000000']],2023-01-13T15:27:44.834492Z
l2update,BTC-USD,[['buy', '19224.30', '0.44272032']],2023-01-13T15:27:44.838021Z
l2update,BTC-USD,[['buy', '19228.58', '0.04164789']],2023-01-13T15:27:44.839032Z
l2update,BTC-USD,[['buy', '19229.97', '0.00000000']],2023-01-13T15:27:44.839776Z
l2update,BTC-USD,[['buy', '19228.57', '0.00000000']],2023-01-13T15:27:44.840477Z
l2update,BTC-USD,[['buy', '19227.71', '0.00000000']],2023-01-13T15:27:44.840774Z
l2update,BTC-USD,[['sell', '19235.83', '0.44272032']],2023-01-13T15:27:44.840825Z
l2update,BTC-USD,[['buy', '19230.02', '0.05000000']],2023-01-13T15:27:44.846478Z
l2update,BTC-USD,[['buy', '19226.31', '0.00000000']],2023-01-13T15:27:44.846947Z
l2update,BTC-USD,[['buy', '19220.76', '0.00000000']],2023-01-13T15:27:44.846947Z
l2update,BTC-USD,[['buy', '19191.90', '0.37500000']],2023-01-13T15:27:44.846947Z
l2update,BTC-USD,[['buy', '19200.97', '0.09018293']],2023-01-13T15:27:44.847229Z
l2update,BTC-USD,[['buy', '19206.10', '0.28861976']],2023-01-13T15:27:44.850358Z
l2update,BTC-USD,[['buy', '19208.74', '0.11272352']],2023-01-13T15:27:44.850358Z
l2update,BTC-USD,[['buy', '19229.57', '0.00000000']],2023-01-13T15:27:44.852233Z
l2update,BTC-USD,[['buy', '19230.10', '0.00000000']],2023-01-13T15:27:44.854781Z
l2update,BTC-USD,[['buy', '19230.04', '0.08800000']],2023-01-13T15:27:44.854781Z
l2update,BTC-USD,[['buy', '19230.01', '0.00000000']],2023-01-13T15:27:44.854781Z
l2update,BTC-USD,[['sell', '19275.56', '0.04108154']],2023-01-13T15:27:44.854895Z
l2update,BTC-USD,[['buy', '19157.08', '0.04890346']],2023-01-13T15:27:44.854895Z
l2update,BTC-USD,[['buy', '19230.05', '0.00000000']],2023-01-13T15:27:44.854964Z
l2update,BTC-USD,[['buy', '19227.73', '0.00000000']],2023-01-13T15:27:44.855134Z
l2update,BTC-USD,[['buy', '19229.56', '0.06197297']],2023-01-13T15:27:44.855248Z
l2update,BTC-USD,[['buy', '19230.03', '0.07565387']],2023-01-13T15:27:44.855464Z
l2update,BTC-USD,[['buy', '19228.58', '0.00000000']],2023-01-13T15:27:44.855613Z
l2update,BTC-USD,[['buy', '19228.55', '0.00000000']],2023-01-13T15:27:44.855613Z
l2update,BTC-USD,[['buy', '19229.57', '0.13230658']],2023-01-13T15:27:44.857850Z
l2update,BTC-USD,[['buy', '19222.93', '0.37500000']],2023-01-13T15:27:44.857974Z
l2update,BTC-USD,[['buy', '19182.28', '0.37500000']],2023-01-13T15:27:44.857974Z
l2update,BTC-USD,[['buy', '19230.04', '0.13800000']],2023-01-13T15:27:44.858005Z
l2update,BTC-USD,[['buy', '19229.52', '0.06505005']],2023-01-13T15:27:44.859533Z
l2update,BTC-USD,[['buy', '19229.56', '0.00000000']],2023-01-13T15:27:44.859570Z
l2update,BTC-USD,[['buy', '19229.52', '0.00654721']],2023-01-13T15:27:44.859570Z
l2update,BTC-USD,[['sell', '19234.48', '0.00646791']],2023-01-13T15:27:44.862518Z
l2update,BTC-USD,[['buy', '19229.61', '0.06250401']],2023-01-13T15:27:44.862595Z
l2update,BTC-USD,[['sell', '19236.64', '0.02043897']],2023-01-13T15:27:44.862866Z
l2update,BTC-USD,[['buy', '19227.76', '0.07445010']],2023-01-13T15:27:44.862964Z
l2update,BTC-USD,[['sell', '19236.66', '0.00155605']],2023-01-13T15:27:44.863007Z
l2update,BTC-USD,[['sell', '19235.57', '0.00480173']],2023-01-13T15:27:44.863278Z
l2update,BTC-USD,[['buy', '19216.67', '0.00000000']],2023-01-13T15:27:44.864429Z
l2update,BTC-USD,[['buy', '19210.47', '0.07911102']],2023-01-13T15:27:44.864847Z
l2update,BTC-USD,[['sell', '19234.48', '0.21646791']],2023-01-13T15:27:44.871701Z
l2update,BTC-USD,[['sell', '19236.67', '0.00000000']],2023-01-13T15:27:44.871715Z
l2update,BTC-USD,[['sell', '19235.57', '0.00000000']],2023-01-13T15:27:44.871736Z
l2update,BTC-USD,[['buy', '19229.57', '0.00000000']],2023-01-13T15:27:44.871762Z
l2update,BTC-USD,[['buy', '19229.53', '0.01592947']],2023-01-13T15:27:44.871899Z
l2update,BTC-USD,[['buy', '19230.06', '0.03752814']],2023-01-13T15:27:44.871930Z
l2update,BTC-USD,[['buy', '19229.57', '0.05000000']],2023-01-13T15:27:44.871955Z
l2update,BTC-USD,[['buy', '19182.28', '2.25000000']],2023-01-13T15:27:44.872022Z
l2update,BTC-USD,[['buy', '19229.61', '0.11091598']],2023-01-13T15:27:44.872036Z
l2update,BTC-USD,[['buy', '19228.97', '0.10000000']],2023-01-13T15:27:44.872155Z
l2update,BTC-USD,[['buy', '19199.41', '0.22525864']],2023-01-13T15:27:44.874237Z
l2update,BTC-USD,[['buy', '19230.02', '0.00000000']],2023-01-13T15:27:44.874273Z
l2update,BTC-USD,[['sell', '19235.63', '0.17235558']],2023-01-13T15:27:44.874310Z
l2update,BTC-USD,[['buy', '19227.72', '0.03454299']],2023-01-13T15:27:44.874452Z
l2update,BTC-USD,[['buy', '19195.72', '0.09272231']],2023-01-13T15:27:44.874485Z
l2update,BTC-USD,[['buy', '19227.71', '0.13230658']],2023-01-13T15:27:44.874515Z
l2update,BTC-USD,[['buy', '19227.71', '0.18704298']],2023-01-13T15:27:44.874528Z
l2update,BTC-USD,[['buy', '19224.30', '0.00000000']],2023-01-13T15:27:44.874541Z
l2update,BTC-USD,[['sell', '19239.39', '0.00000000']],2023-01-13T15:27:44.877840Z
l2update,BTC-USD,[['buy', '19229.57', '0.00000000']],2023-01-13T15:27:44.878402Z
l2update,BTC-USD,[['buy', '19230.04', '0.05000000']],2023-01-13T15:27:44.879209Z
l2update,BTC-USD,[['buy', '19230.10', '0.03785915']],2023-01-13T15:27:44.881708Z
l2update,BTC-USD,[['buy', '19230.08', '0.07325581']],2023-01-13T15:27:44.881781Z
l2update,BTC-USD,[['buy', '19230.03', '0.05972440']],2023-01-13T15:27:44.884083Z
l2update,BTC-USD,[['buy', '19230.10', '0.00000000']],2023-01-13T15:27:44.885370Z
l2update,BTC-USD,[['sell', '19237.46', '0.37500000']],2023-01-13T15:27:44.885430Z
l2update,BTC-USD,[['buy', '19228.98', '0.13230658']],2023-01-13T15:27:44.886487Z
l2update,BTC-USD,[['buy', '19230.09', '0.16016902']],2023-01-13T15:27:44.886532Z
l2update,BTC-USD,[['buy', '19230.04', '0.00000000']],2023-01-13T15:27:44.888228Z
l2update,BTC-USD,[['sell', '19292.47', '0.04408797']],2023-01-13T15:27:44.888790Z
l2update,BTC-USD,[['buy', '19229.58', '0.05000000']],2023-01-13T15:27:44.889352Z
l2update,BTC-USD,[['buy', '19230.18', '0.17250000']],2023-01-13T15:27:44.889371Z
l2update,BTC-USD,[['sell', '19234.48', '0.21000000']],2023-01-13T15:27:44.891197Z
l2update,BTC-USD,[['sell', '19236.64', '0.00000000']],2023-01-13T15:27:44.891687Z
l2update,BTC-USD,[['sell', '19236.68', '0.00000000']],2023-01-13T15:27:44.891687Z
l2update,BTC-USD,[['sell', '19272.65', '0.51887000']],2023-01-13T15:27:44.893418Z
l2update,BTC-USD,[['buy', '19228.98', '0.00000000']],2023-01-13T15:27:44.893598Z
l2update,BTC-USD,[['buy', '19230.09', '0.07216902']],2023-01-13T15:27:44.896059Z
l2update,BTC-USD,[['buy', '19228.96', '0.00000000']],2023-01-13T15:27:44.897160Z
l2update,BTC-USD,[['buy', '19229.48', '0.00000000']],2023-01-13T15:27:44.897160Z
l2update,BTC-USD,[['buy', '19229.55', '0.03441198']],2023-01-13T15:27:44.897230Z
l2update,BTC-USD,[['buy', '19227.76', '0.00000000']],2023-01-13T15:27:44.897577Z
l2update,BTC-USD,[['buy', '19228.98', '0.02979665']],2023-01-13T15:27:44.897591Z
l2update,BTC-USD,[['buy', '19229.55', '0.00000000']],2023-01-13T15:27:44.901129Z
l2update,BTC-USD,[['buy', '19230.18', '0.26050000']],2023-01-13T15:27:44.901285Z
l2update,BTC-USD,[['buy', '19230.10', '0.04055035']],2023-01-13T15:27:44.901411Z
l2update,BTC-USD,[['buy', '19230.13', '0.06895829']],2023-01-13T15:27:44.901461Z
l2update,BTC-USD,[['buy', '19229.98', '0.01592947']],2023-01-13T15:27:44.901719Z
l2update,BTC-USD,[['buy', '19187.63', '0.10074424']],2023-01-13T15:27:44.901842Z
l2update,BTC-USD,[['buy', '19230.10', '0.00000000']],2023-01-13T15:27:44.901867Z
l2update,BTC-USD,[['buy', '19230.08', '0.00000000']],2023-01-13T15:27:44.901867Z
l2update,BTC-USD,[['buy', '19230.06', '0.00000000']],2023-01-13T15:27:44.904271Z
l2update,BTC-USD,[['buy', '19230.19', '0.04606077']],2023-01-13T15:27:44.905317Z
l2update,BTC-USD,[['buy', '19230.22', '0.05501507']],2023-01-13T15:27:44.905376Z
l2update,BTC-USD,[['sell', '19237.41', '0.02141250']],2023-01-13T15:27:44.905705Z
l2update,BTC-USD,[['buy', '19227.71', '0.13230658']],2023-01-13T15:27:44.906420Z
l2update,BTC-USD,[['sell', '19257.22', '0.00000000']],2023-01-13T15:27:44.908173Z
l2update,BTC-USD,[['buy', '19230.22', '0.08906158']],2023-01-13T15:27:44.909486Z
l2update,BTC-USD,[['buy', '19230.22', '0.11688113']],2023-01-13T15:27:44.909520Z
l2update,BTC-USD,[['sell', '19234.49', '1.68138521']],2023-01-13T15:27:44.909764Z
l2update,BTC-USD,[['sell', '19256.04', '0.00000000']],2023-01-13T15:27:44.910132Z
l2update,BTC-USD,[['sell', '19240.94', '0.00000000']],2023-01-13T15:27:44.911855Z
l2update,BTC-USD,[['buy', '19230.19', '0.08925294']],2023-01-13T15:27:44.912999Z
l2update,BTC-USD,[['buy', '19229.64', '0.04336810']],2023-01-13T15:27:44.913012Z
l2update,BTC-USD,[['buy', '19224.30', '0.44272032']],2023-01-13T15:27:44.913082Z
l2update,BTC-USD,[['buy', '19230.22', '0.08906158']],2023-01-13T15:27:44.913380Z
l2update,BTC-USD,[['sell', '19235.83', '0.00000000']],2023-01-13T15:27:44.913809Z
l2update,BTC-USD,[['sell', '19256.92', '0.00000000']],2023-01-13T15:27:44.913840Z
l2update,BTC-USD,[['sell', '19235.63', '0.16616661']],2023-01-13T15:27:44.914277Z
l2update,BTC-USD,[['buy', '19228.98', '0.00000000']],2023-01-13T15:27:44.916576Z
l2update,BTC-USD,[['buy', '19216.86', '0.00000000']],2023-01-13T15:27:44.916764Z
l2update,BTC-USD,[['buy', '19230.11', '1.91659128']],2023-01-13T15:27:44.916963Z
l2update,BTC-USD,[['buy', '19230.09', '0.15016902']],2023-01-13T15:27:44.917002Z
l2update,BTC-USD,[['buy', '19230.04', '0.05000000']],2023-01-13T15:27:44.917117Z
l2update,BTC-USD,[['sell', '19298.86', '0.15380987']],2023-01-13T15:27:44.917171Z
l2update,BTC-USD,[['sell', '19275.56', '0.09560991']],2023-01-13T15:27:44.917171Z
l2update,BTC-USD,[['sell', '19234.52', '0.01000000']],2023-01-13T15:27:44.917247Z
l2update,BTC-USD,[['buy', '19230.19', '0.04319217']],2023-01-13T15:27:44.917788Z
l2update,BTC-USD,[['sell', '19234.49', '0.01000000']],2023-01-13T15:27:44.920527Z
l2update,BTC-USD,[['sell', '19263.26', '0.00000000']],2023-01-13T15:27:44.921199Z
l2update,BTC-USD,[['buy', '19230.09', '0.07216902']],2023-01-13T15:27:44.921919Z
l2update,BTC-USD,[['buy', '19221.42', '0.44272032']],2023-01-13T15:27:44.924551Z
l2update,BTC-USD,[['buy', '19218.54', '0.41326209']],2023-01-13T15:27:44.924551Z
l2update,BTC-USD,[['buy', '19230.13', '0.13604834']],2023-01-13T15:27:44.924606Z
l2update,BTC-USD,[['buy', '19230.20', '0.04696522']],2023-01-13T15:27:44.924626Z
l2update,BTC-USD,[['sell', '19234.48', '0.00000000']],2023-01-13T15:27:44.927947Z
l2update,BTC-USD,[['buy', '19230.13', '0.06709005']],2023-01-13T15:27:44.930146Z
l2update,BTC-USD,[['sell', '19296.63', '0.00000000']],2023-01-13T15:27:44.931346Z
l2update,BTC-USD,[['buy', '19229.58', '0.00000000']],2023-01-13T15:27:44.931718Z
l2update,BTC-USD,[['buy', '19209.19', '0.00000000']],2023-01-13T15:27:44.931823Z
