Type,ProductId,Changes,,,Timestamp
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.479345Z
l2update,BTC-USD,[['buy', '18210.04', '0.22233420']],2023-01-12T04:39:10.481908Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.482243Z
l2update,BTC-USD,[['buy', '18208.69', '0.00000000']],2023-01-12T04:39:10.483067Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.483715Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.486565Z
l2update,BTC-USD,[['buy', '18209.22', '0.12721303']],2023-01-12T04:39:10.487621Z
l2update,BTC-USD,[['buy', '18207.96', '0.00000000']],2023-01-12T04:39:10.488252Z
l2update,BTC-USD,[['buy', '18209.22', '0.00000000']],2023-01-12T04:39:10.490705Z
l2update,BTC-USD,[['buy', '18209.22', '0.12721303']],2023-01-12T04:39:10.491676Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.491727Z
l2update,BTC-USD,[['buy', '18209.22', '0.00000000']],2023-01-12T04:39:10.494171Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.494319Z
l2update,BTC-USD,[['buy', '18210.12', '0.04921688']],2023-01-12T04:39:10.500520Z
l2update,BTC-USD,[['buy', '18209.22', '0.12721303']],2023-01-12T04:39:10.500559Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.500571Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.503394Z
l2update,BTC-USD,[['buy', '18209.22', '0.00000000']],2023-01-12T04:39:10.503475Z
l2update,BTC-USD,[['buy', '18209.29', '0.10983399']],2023-01-12T04:39:10.504480Z
l2update,BTC-USD,[['sell', '18215.48', '0.00000000']],2023-01-12T04:39:10.506187Z
l2update,BTC-USD,[['buy', '18210.11', '0.01296969']],2023-01-12T04:39:10.506890Z
l2update,BTC-USD,[['buy', '18205.68', '0.54918610']],2023-01-12T04:39:10.508281Z
l2update,BTC-USD,[['buy', '18203.59', '0.77666642']],2023-01-12T04:39:10.508281Z
l2update,BTC-USD,[['buy', '18201.50', '1.09837220']],2023-01-12T04:39:10.508281Z
l2update,BTC-USD,[['buy', '18199.41', '1.55333286']],2023-01-12T04:39:10.508281Z
l2update,BTC-USD,[['sell', '18211.67', '0.04000000']],2023-01-12T04:39:10.508527Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.512482Z
l2update,BTC-USD,[['buy', '18209.22', '0.12721303']],2023-01-12T04:39:10.512602Z
l2update,BTC-USD,[['buy', '18210.13', '0.01296969']],2023-01-12T04:39:10.512619Z
l2update,BTC-USD,[['buy', '18210.12', '0.13721688']],2023-01-12T04:39:10.512631Z
l2update,BTC-USD,[['buy', '18209.22', '0.25442606']],2023-01-12T04:39:10.512655Z
l2update,BTC-USD,[['buy', '18209.22', '0.12721303']],2023-01-12T04:39:10.515507Z
l2update,BTC-USD,[['buy', '18209.22', '0.00000000']],2023-01-12T04:39:10.515821Z
l2update,BTC-USD,[['buy', '18208.57', '0.27459588']],2023-01-12T04:39:10.516425Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.516983Z
l2update,BTC-USD,[['sell', '18210.96', '0.12721303']],2023-01-12T04:39:10.521160Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.523601Z
l2update,BTC-USD,[['buy', '18209.30', '0.12721303']],2023-01-12T04:39:10.525392Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.529002Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.531722Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.537105Z
l2update,BTC-USD,[['buy', '18210.11', '0.00000000']],2023-01-12T04:39:10.539317Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.539783Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.541178Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.543771Z
l2update,BTC-USD,[['sell', '18210.96', '0.12721303']],2023-01-12T04:39:10.552763Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.555631Z
l2update,BTC-USD,[['sell', '18210.96', '0.12721303']],2023-01-12T04:39:10.560987Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.564164Z
l2update,BTC-USD,[['buy', '18210.14', '0.04921688']],2023-01-12T04:39:10.569135Z
l2update,BTC-USD,[['sell', '18210.96', '0.12721303']],2023-01-12T04:39:10.572632Z
l2update,BTC-USD,[['buy', '18210.12', '0.08800000']],2023-01-12T04:39:10.574877Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.575052Z
l2update,BTC-USD,[['buy', '18210.05', '0.05745672']],2023-01-12T04:39:10.576460Z
l2update,BTC-USD,[['buy', '18210.05', '0.03000000']],2023-01-12T04:39:10.576748Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.580611Z
l2update,BTC-USD,[['buy', '18210.15', '0.01296969']],2023-01-12T04:39:10.580709Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.583358Z
l2update,BTC-USD,[['buy', '18210.05', '0.05745664']],2023-01-12T04:39:10.584565Z
l2update,BTC-USD,[['buy', '18210.05', '0.08491328']],2023-01-12T04:39:10.584660Z
l2update,BTC-USD,[['buy', '18205.68', '0.27459305']],2023-01-12T04:39:10.623041Z
l2update,BTC-USD,[['buy', '18203.59', '0.38833321']],2023-01-12T04:39:10.623041Z
l2update,BTC-USD,[['buy', '18201.50', '0.54918610']],2023-01-12T04:39:10.623041Z
l2update,BTC-USD,[['buy', '18199.41', '0.77666643']],2023-01-12T04:39:10.623041Z
l2update,BTC-USD,[['buy', '18210.05', '0.05745664']],2023-01-12T04:39:10.627282Z
l2update,BTC-USD,[['buy', '18210.05', '0.03000000']],2023-01-12T04:39:10.627329Z
l2update,BTC-USD,[['buy', '18210.13', '0.00000000']],2023-01-12T04:39:10.633092Z
l2update,BTC-USD,[['sell', '18210.97', '0.70540239']],2023-01-12T04:39:10.633313Z
l2update,BTC-USD,[['buy', '18209.30', '0.15466967']],2023-01-12T04:39:10.637467Z
l2update,BTC-USD,[['buy', '18209.30', '0.18212631']],2023-01-12T04:39:10.637632Z
l2update,BTC-USD,[['sell', '18210.97', '0.57818936']],2023-01-12T04:39:10.637645Z
l2update,BTC-USD,[['buy', '18210.09', '0.00000000']],2023-01-12T04:39:10.639252Z
l2update,BTC-USD,[['sell', '18210.96', '0.12721303']],2023-01-12T04:39:10.645685Z
l2update,BTC-USD,[['buy', '18196.66', '0.00000000']],2023-01-12T04:39:10.651542Z
l2update,BTC-USD,[['sell', '18215.69', '0.64000000']],2023-01-12T04:39:10.653005Z
l2update,BTC-USD,[['sell', '18213.79', '0.93401948']],2023-01-12T04:39:10.665029Z
l2update,BTC-USD,[['buy', '18209.31', '0.04000000']],2023-01-12T04:39:10.676937Z
l2update,BTC-USD,[['sell', '18211.75', '0.04000000']],2023-01-12T04:39:10.797533Z
l2update,BTC-USD,[['buy', '18210.12', '0.00000000']],2023-01-12T04:39:10.803099Z
l2update,BTC-USD,[['buy', '18200.40', '0.19153543']],2023-01-12T04:39:10.818442Z
l2update,BTC-USD,[['buy', '18197.48', '0.14335027']],2023-01-12T04:39:10.880016Z
l2update,BTC-USD,[['sell', '18212.21', '0.00000000']],2023-01-12T04:39:10.895986Z
l2update,BTC-USD,[['sell', '18210.40', '0.00000000']],2023-01-12T04:39:10.933856Z
l2update,BTC-USD,[['sell', '18210.83', '0.00000000']],2023-01-12T04:39:10.933856Z
l2update,BTC-USD,[['sell', '18210.96', '0.12161752']],2023-01-12T04:39:10.933856Z
l2update,BTC-USD,[['buy', '18209.30', '0.22212631']],2023-01-12T04:39:10.937699Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.938189Z
l2update,BTC-USD,[['sell', '18211.67', '0.00000000']],2023-01-12T04:39:10.938812Z
l2update,BTC-USD,[['buy', '18209.30', '0.09491328']],2023-01-12T04:39:10.941841Z
l2update,BTC-USD,[['buy', '18210.16', '0.04000000']],2023-01-12T04:39:10.944296Z
l2update,BTC-USD,[['sell', '18211.18', '0.12721303']],2023-01-12T04:39:10.944336Z
l2update,BTC-USD,[['sell', '18210.96', '0.06100000']],2023-01-12T04:39:10.944351Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:10.947015Z
l2update,BTC-USD,[['buy', '18210.16', '0.04344087']],2023-01-12T04:39:10.948134Z
l2update,BTC-USD,[['buy', '18209.31', '0.16721303']],2023-01-12T04:39:10.948171Z
l2update,BTC-USD,[['buy', '18210.15', '0.00000000']],2023-01-12T04:39:10.950113Z
l2update,BTC-USD,[['sell', '18210.96', '0.40100000']],2023-01-12T04:39:10.952179Z
l2update,BTC-USD,[['buy', '18210.14', '0.00000000']],2023-01-12T04:39:10.954552Z
l2update,BTC-USD,[['sell', '18210.96', '0.06100000']],2023-01-12T04:39:10.955125Z
l2update,BTC-USD,[['buy', '18210.17', '0.01596969']],2023-01-12T04:39:10.955680Z
l2update,BTC-USD,[['buy', '18210.16', '0.04000000']],2023-01-12T04:39:10.959754Z
l2update,BTC-USD,[['sell', '18210.95', '0.34000000']],2023-01-12T04:39:10.971383Z
l2update,BTC-USD,[['sell', '18210.95', '0.00000000']],2023-01-12T04:39:10.974149Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.977218Z
l2update,BTC-USD,[['buy', '18210.16', '0.00000000']],2023-01-12T04:39:10.979801Z
l2update,BTC-USD,[['buy', '18209.00', '0.00000000']],2023-01-12T04:39:10.981260Z
l2update,BTC-USD,[['sell', '18212.21', '0.03686901']],2023-01-12T04:39:10.983400Z
l2update,BTC-USD,[['sell', '18210.95', '0.06100000']],2023-01-12T04:39:10.983584Z
l2update,BTC-USD,[['buy', '18208.91', '0.00000000']],2023-01-12T04:39:10.986232Z
l2update,BTC-USD,[['sell', '18211.93', '0.03251908']],2023-01-12T04:39:10.991131Z
l2update,BTC-USD,[['sell', '18210.96', '0.05000000']],2023-01-12T04:39:10.991319Z
l2update,BTC-USD,[['buy', '18209.17', '0.00000000']],2023-01-12T04:39:10.991342Z
l2update,BTC-USD,[['sell', '18210.97', '0.91818936']],2023-01-12T04:39:10.995520Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:10.995640Z
l2update,BTC-USD,[['sell', '18210.97', '0.57818936']],2023-01-12T04:39:10.998248Z
l2update,BTC-USD,[['sell', '18212.23', '0.05177007']],2023-01-12T04:39:10.999273Z
l2update,BTC-USD,[['sell', '18210.94', '0.05000000']],2023-01-12T04:39:10.999348Z
l2update,BTC-USD,[['buy', '18208.96', '0.30982671']],2023-01-12T04:39:10.999402Z
l2update,BTC-USD,[['sell', '18210.95', '0.00000000']],2023-01-12T04:39:11.006166Z
l2update,BTC-USD,[['sell', '18210.94', '0.08000000']],2023-01-12T04:39:11.007663Z
l2update,BTC-USD,[['buy', '18210.17', '0.04596969']],2023-01-12T04:39:11.007739Z
l2update,BTC-USD,[['sell', '18210.94', '0.14100000']],2023-01-12T04:39:11.012370Z
l2update,BTC-USD,[['sell', '18210.94', '0.15100000']],2023-01-12T04:39:11.012412Z
l2update,BTC-USD,[['sell', '18210.94', '0.15500000']],2023-01-12T04:39:11.012467Z
l2update,BTC-USD,[['sell', '18210.96', '0.02000000']],2023-01-12T04:39:11.012490Z
l2update,BTC-USD,[['sell', '18210.94', '0.12500000']],2023-01-12T04:39:11.012699Z
l2update,BTC-USD,[['buy', '18210.05', '0.00000000']],2023-01-12T04:39:11.015167Z
l2update,BTC-USD,[['sell', '18210.84', '0.34000000']],2023-01-12T04:39:11.016949Z
l2update,BTC-USD,[['sell', '18210.94', '0.11500000']],2023-01-12T04:39:11.019567Z
l2update,BTC-USD,[['sell', '18210.84', '0.00000000']],2023-01-12T04:39:11.019736Z
l2update,BTC-USD,[['sell', '18211.61', '0.00000000']],2023-01-12T04:39:11.021195Z
l2update,BTC-USD,[['sell', '18210.93', '0.03000000']],2023-01-12T04:39:11.021638Z
l2update,BTC-USD,[['sell', '18210.94', '0.06500000']],2023-01-12T04:39:11.022283Z
l2update,BTC-USD,[['buy', '18210.18', '0.03000000']],2023-01-12T04:39:11.022629Z
l2update,BTC-USD,[['sell', '18210.94', '0.00400000']],2023-01-12T04:39:11.023242Z
l2update,BTC-USD,[['sell', '18210.94', '0.00000000']],2023-01-12T04:39:11.024319Z
l2update,BTC-USD,[['sell', '18211.87', '0.04923824']],2023-01-12T04:39:11.024785Z
l2update,BTC-USD,[['sell', '18210.93', '0.03400000']],2023-01-12T04:39:11.024804Z
l2update,BTC-USD,[['buy', '18210.17', '0.01596969']],2023-01-12T04:39:11.025048Z
l2update,BTC-USD,[['sell', '18210.93', '0.04400000']],2023-01-12T04:39:11.026664Z
l2update,BTC-USD,[['sell', '18210.96', '0.00000000']],2023-01-12T04:39:11.028928Z
l2update,BTC-USD,[['sell', '18211.78', '0.04313676']],2023-01-12T04:39:11.029075Z
l2update,BTC-USD,[['sell', '18210.94', '0.02000000']],2023-01-12T04:39:11.029263Z
l2update,BTC-USD,[['sell', '18211.61', '0.02745667']],2023-01-12T04:39:11.029274Z
l2update,BTC-USD,[['sell', '18210.84', '0.06100000']],2023-01-12T04:39:11.029284Z
l2update,BTC-USD,[['sell', '18210.93', '0.03400000']],2023-01-12T04:39:11.032676Z
l2update,BTC-USD,[['sell', '18211.61', '0.00000000']],2023-01-12T04:39:11.033465Z
l2update,BTC-USD,[['sell', '18210.94', '0.00000000']],2023-01-12T04:39:11.034588Z
l2update,BTC-USD,[['sell', '18211.89', '0.03305230']],2023-01-12T04:39:11.034603Z
l2update,BTC-USD,[['sell', '18210.93', '0.08400000']],2023-01-12T04:39:11.034638Z
l2update,BTC-USD,[['sell', '18217.89', '0.00000000']],2023-01-12T04:39:11.036617Z
l2update,BTC-USD,[['sell', '18210.95', '0.01000000']],2023-01-12T04:39:11.037163Z
l2update,BTC-USD,[['buy', '18210.19', '0.01596969']],2023-01-12T04:39:11.038667Z
l2update,BTC-USD,[['sell', '18210.93', '0.03400000']],2023-01-12T04:39:11.039529Z
l2update,BTC-USD,[['sell', '18210.93', '0.37400000']],2023-01-12T04:39:11.041440Z
l2update,BTC-USD,[['sell', '18210.95', '0.00000000']],2023-01-12T04:39:11.041676Z
l2update,BTC-USD,[['sell', '18210.93', '0.03400000']],2023-01-12T04:39:11.044457Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745670']],2023-01-12T04:39:11.046304Z
l2update,BTC-USD,[['buy', '18204.79', '0.27459260']],2023-01-12T04:39:11.046364Z
l2update,BTC-USD,[['buy', '18201.77', '0.38833258']],2023-01-12T04:39:11.046364Z
l2update,BTC-USD,[['buy', '18198.75', '0.54918520']],2023-01-12T04:39:11.046364Z
l2update,BTC-USD,[['buy', '18195.73', '0.77666516']],2023-01-12T04:39:11.046364Z
l2update,BTC-USD,[['buy', '18210.17', '0.00000000']],2023-01-12T04:39:11.049819Z
l2update,BTC-USD,[['sell', '18210.96', '0.01000000']],2023-01-12T04:39:11.050657Z
l2update,BTC-USD,[['sell', '18210.83', '0.05000000']],2023-01-12T04:39:11.054717Z
l2update,BTC-USD,[['sell', '18210.84', '0.00000000']],2023-01-12T04:39:11.060358Z
l2update,BTC-USD,[['sell', '18217.89', '0.10734368']],2023-01-12T04:39:11.062959Z
l2update,BTC-USD,[['sell', '18210.83', '0.00000000']],2023-01-12T04:39:11.065511Z
l2update,BTC-USD,[['sell', '18210.83', '0.06100000']],2023-01-12T04:39:11.066850Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.071271Z
l2update,BTC-USD,[['sell', '18210.84', '0.34000000']],2023-01-12T04:39:11.071290Z
l2update,BTC-USD,[['buy', '18197.48', '0.00000000']],2023-01-12T04:39:11.073425Z
l2update,BTC-USD,[['sell', '18210.84', '0.00000000']],2023-01-12T04:39:11.074129Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.076667Z
l2update,BTC-USD,[['sell', '18210.82', '0.05000000']],2023-01-12T04:39:11.079536Z
l2update,BTC-USD,[['sell', '18210.83', '0.00000000']],2023-01-12T04:39:11.085378Z
l2update,BTC-USD,[['sell', '18210.82', '0.11100000']],2023-01-12T04:39:11.091367Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.095383Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.100454Z
l2update,BTC-USD,[['sell', '18211.78', '0.00000000']],2023-01-12T04:39:11.101498Z
l2update,BTC-USD,[['sell', '18210.36', '0.04701000']],2023-01-12T04:39:11.144237Z
l2update,BTC-USD,[['sell', '18210.36', '0.00000000']],2023-01-12T04:39:11.148064Z
l2update,BTC-USD,[['sell', '18210.80', '0.34000000']],2023-01-12T04:39:11.148259Z
l2update,BTC-USD,[['buy', '18209.19', '0.00000000']],2023-01-12T04:39:11.148340Z
l2update,BTC-USD,[['sell', '18210.82', '0.05000000']],2023-01-12T04:39:11.150097Z
l2update,BTC-USD,[['sell', '18210.80', '0.00000000']],2023-01-12T04:39:11.150956Z
l2update,BTC-USD,[['sell', '18210.82', '0.00000000']],2023-01-12T04:39:11.153256Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:11.156960Z
l2update,BTC-USD,[['buy', '18209.21', '0.13325551']],2023-01-12T04:39:11.157292Z
l2update,BTC-USD,[['sell', '18210.79', '0.05000000']],2023-01-12T04:39:11.157304Z
l2update,BTC-USD,[['buy', '18204.79', '0.54918520']],2023-01-12T04:39:11.157359Z
l2update,BTC-USD,[['buy', '18201.77', '0.77666516']],2023-01-12T04:39:11.157359Z
l2update,BTC-USD,[['buy', '18198.75', '1.09837040']],2023-01-12T04:39:11.157359Z
l2update,BTC-USD,[['buy', '18195.73', '1.55333032']],2023-01-12T04:39:11.157359Z
l2update,BTC-USD,[['sell', '18210.36', '0.06100000']],2023-01-12T04:39:11.157409Z
l2update,BTC-USD,[['buy', '18209.21', '0.10579879']],2023-01-12T04:39:11.162875Z
l2update,BTC-USD,[['sell', '18210.36', '0.00000000']],2023-01-12T04:39:11.163926Z
l2update,BTC-USD,[['sell', '18211.68', '0.16070475']],2023-01-12T04:39:11.165088Z
l2update,BTC-USD,[['buy', '18210.20', '0.02142902']],2023-01-12T04:39:11.165178Z
l2update,BTC-USD,[['sell', '18211.68', '0.13324811']],2023-01-12T04:39:11.167102Z
l2update,BTC-USD,[['sell', '18211.68', '0.10579145']],2023-01-12T04:39:11.167831Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.169347Z
l2update,BTC-USD,[['sell', '18210.78', '0.04000000']],2023-01-12T04:39:11.169416Z
l2update,BTC-USD,[['sell', '18210.79', '0.00000000']],2023-01-12T04:39:11.170228Z
l2update,BTC-USD,[['buy', '18208.96', '0.33728376']],2023-01-12T04:39:11.173510Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.174509Z
l2update,BTC-USD,[['sell', '18211.68', '0.13324813']],2023-01-12T04:39:11.177911Z
l2update,BTC-USD,[['sell', '18210.79', '0.06100000']],2023-01-12T04:39:11.177932Z
l2update,BTC-USD,[['buy', '18210.21', '0.01596969']],2023-01-12T04:39:11.177971Z
l2update,BTC-USD,[['sell', '18211.68', '0.16070481']],2023-01-12T04:39:11.178043Z
l2update,BTC-USD,[['buy', '18210.19', '0.00000000']],2023-01-12T04:39:11.180478Z
l2update,BTC-USD,[['sell', '18211.68', '0.13324813']],2023-01-12T04:39:11.180932Z
l2update,BTC-USD,[['sell', '18210.79', '0.00000000']],2023-01-12T04:39:11.184081Z
l2update,BTC-USD,[['sell', '18210.78', '0.00000000']],2023-01-12T04:39:11.188163Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745672']],2023-01-12T04:39:11.189929Z
l2update,BTC-USD,[['sell', '18210.78', '0.06100000']],2023-01-12T04:39:11.189999Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:11.192500Z
l2update,BTC-USD,[['sell', '18210.78', '0.05920539']],2023-01-12T04:39:11.201078Z
l2update,BTC-USD,[['sell', '18210.77', '0.05000000']],2023-01-12T04:39:11.201261Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745669']],2023-01-12T04:39:11.201286Z
l2update,BTC-USD,[['sell', '18210.78', '0.00000000']],2023-01-12T04:39:11.207275Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:11.210818Z
l2update,BTC-USD,[['sell', '18210.77', '0.00000000']],2023-01-12T04:39:11.212000Z
l2update,BTC-USD,[['sell', '18210.77', '0.06000000']],2023-01-12T04:39:11.213608Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.218662Z
l2update,BTC-USD,[['sell', '18211.68', '0.16070481']],2023-01-12T04:39:11.222527Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.223492Z
l2update,BTC-USD,[['sell', '18211.68', '0.13324813']],2023-01-12T04:39:11.225032Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745669']],2023-01-12T04:39:11.235485Z
l2update,BTC-USD,[['buy', '18209.32', '0.04000000']],2023-01-12T04:39:11.259297Z
l2update,BTC-USD,[['buy', '18195.33', '0.14334965']],2023-01-12T04:39:11.271248Z
l2update,BTC-USD,[['sell', '18211.89', '0.00000000']],2023-01-12T04:39:11.316324Z
l2update,BTC-USD,[['sell', '18211.93', '0.00000000']],2023-01-12T04:39:11.316324Z
l2update,BTC-USD,[['buy', '18205.24', '0.00000000']],2023-01-12T04:39:11.322144Z
l2update,BTC-USD,[['buy', '18210.22', '0.03498648']],2023-01-12T04:39:11.327051Z
l2update,BTC-USD,[['buy', '18208.77', '0.05635812']],2023-01-12T04:39:11.327082Z
l2update,BTC-USD,[['sell', '18211.18', '0.00000000']],2023-01-12T04:39:11.330841Z
l2update,BTC-USD,[['buy', '18210.20', '0.00000000']],2023-01-12T04:39:11.333103Z
l2update,BTC-USD,[['buy', '18210.23', '0.01596969']],2023-01-12T04:39:11.337344Z
l2update,BTC-USD,[['buy', '18210.21', '0.00000000']],2023-01-12T04:39:11.339901Z
l2update,BTC-USD,[['sell', '18211.68', '0.16070479']],2023-01-12T04:39:11.341185Z
l2update,BTC-USD,[['sell', '18211.67', '0.04000000']],2023-01-12T04:39:11.450298Z
l2update,BTC-USD,[['sell', '18211.68', '0.13324813']],2023-01-12T04:39:11.454491Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745668']],2023-01-12T04:39:11.461707Z
l2update,BTC-USD,[['sell', '18217.89', '0.00000000']],2023-01-12T04:39:11.470857Z
l2update,BTC-USD,[['buy', '18208.97', '0.04000000']],2023-01-12T04:39:11.519492Z
l2update,BTC-USD,[['buy', '18210.24', '0.01439306']],2023-01-12T04:39:11.532635Z
l2update,BTC-USD,[['buy', '18210.23', '0.00000000']],2023-01-12T04:39:11.538471Z
l2update,BTC-USD,[['buy', '18210.22', '0.00000000']],2023-01-12T04:39:11.540507Z
l2update,BTC-USD,[['buy', '18210.25', '0.01596969']],2023-01-12T04:39:11.544802Z
l2update,BTC-USD,[['sell', '18211.70', '2.00000000']],2023-01-12T04:39:11.603483Z
l2update,BTC-USD,[['sell', '18210.31', '0.04701000']],2023-01-12T04:39:11.607260Z
l2update,BTC-USD,[['sell', '18211.68', '0.10579145']],2023-01-12T04:39:11.611340Z
l2update,BTC-USD,[['sell', '18210.31', '0.00000000']],2023-01-12T04:39:11.611495Z
l2update,BTC-USD,[['sell', '18210.77', '0.00000000']],2023-01-12T04:39:11.613829Z
l2update,BTC-USD,[['sell', '18211.18', '0.05491352']],2023-01-12T04:39:11.619099Z
l2update,BTC-USD,[['sell', '18210.31', '0.06000000']],2023-01-12T04:39:11.619176Z
l2update,BTC-USD,[['sell', '18211.18', '0.02745668']],2023-01-12T04:39:11.621859Z
l2update,BTC-USD,[['sell', '18211.68', '0.07833474']],2023-01-12T04:39:11.625311Z
l2update,BTC-USD,[['sell', '18211.64', '0.09302685']],2023-01-12T04:39:11.627560Z
l2update,BTC-USD,[['sell', '18211.72', '0.04091943']],2023-01-12T04:39:11.627587Z
l2update,BTC-USD,[['buy', '18208.96', '0.30982671']],2023-01-12T04:39:11.628093Z
l2update,BTC-USD,[['sell', '18212.78', '0.00000000']],2023-01-12T04:39:11.630330Z
l2update,BTC-USD,[['sell', '18212.43', '0.00000000']],2023-01-12T04:39:11.630330Z
l2update,BTC-USD,[['sell', '18212.37', '0.00000000']],2023-01-12T04:39:11.630330Z
l2update,BTC-USD,[['sell', '18211.18', '0.05491350']],2023-01-12T04:39:11.631332Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.631380Z
l2update,BTC-USD,[['sell', '18210.26', '0.04701000']],2023-01-12T04:39:11.631408Z
l2update,BTC-USD,[['buy', '18198.90', '2.94389963']],2023-01-12T04:39:11.634864Z
l2update,BTC-USD,[['sell', '18211.18', '0.08237054']],2023-01-12T04:39:11.635404Z
l2update,BTC-USD,[['sell', '18210.93', '0.37400000']],2023-01-12T04:39:11.635454Z
l2update,BTC-USD,[['sell', '18211.18', '0.05491386']],2023-01-12T04:39:11.636249Z
l2update,BTC-USD,[['buy', '18208.96', '0.20000000']],2023-01-12T04:39:11.636318Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.636591Z
l2update,BTC-USD,[['buy', '18208.33', '0.00000000']],2023-01-12T04:39:11.636745Z
l2update,BTC-USD,[['sell', '18210.31', '0.00000000']],2023-01-12T04:39:11.637458Z
l2update,BTC-USD,[['sell', '18210.93', '0.03400000']],2023-01-12T04:39:11.638261Z
l2update,BTC-USD,[['buy', '18208.84', '0.06745704']],2023-01-12T04:39:11.639381Z
l2update,BTC-USD,[['buy', '18210.24', '0.00000000']],2023-01-12T04:39:11.641769Z
l2update,BTC-USD,[['buy', '18208.84', '0.17728495']],2023-01-12T04:39:11.643300Z
l2update,BTC-USD,[['sell', '18210.26', '0.10701000']],2023-01-12T04:39:11.643378Z
l2update,BTC-USD,[['sell', '18210.92', '0.05000000']],2023-01-12T04:39:11.647645Z
l2update,BTC-USD,[['sell', '18210.95', '0.02745698']],2023-01-12T04:39:11.647661Z
l2update,BTC-USD,[['sell', '18210.95', '0.00000000']],2023-01-12T04:39:11.650405Z
l2update,BTC-USD,[['sell', '18210.92', '0.00000000']],2023-01-12T04:39:11.652880Z
l2update,BTC-USD,[['buy', '18198.77', '2.55841031']],2023-01-12T04:39:11.656268Z
l2update,BTC-USD,[['sell', '18211.93', '0.03278552']],2023-01-12T04:39:11.656394Z
l2update,BTC-USD,[['sell', '18210.91', '0.02745701']],2023-01-12T04:39:11.660497Z
l2update,BTC-USD,[['buy', '18209.30', '0.05491328']],2023-01-12T04:39:11.661752Z
l2update,BTC-USD,[['sell', '18217.89', '0.10853478']],2023-01-12T04:39:11.664594Z
l2update,BTC-USD,[['buy', '18198.77', '0.00000000']],2023-01-12T04:39:11.671457Z
